Aque_Archaeo_1;Slac_0	Aque_Archaeo_1;Slac_0_pval1	Aque_Archaeo_1;Slac_0_pval2	Aque_Archaeo_1;Slac_21	Aque_Archaeo_1;Slac_21_pval1	Aque_Archaeo_1;Slac_21_pval2	Aque_Archaeo_1;Slac_3	Aque_Archaeo_1;Slac_3_pval1	Aque_Archaeo_1;Slac_3_pval2	Aque_Archaeo_1;Slac_5	Aque_Archaeo_1;Slac_5_pval1	Aque_Archaeo_1;Slac_5_pval2	Aque_Bactericidal;Slac_31	Aque_Bactericidal;Slac_31_pval1	Aque_Bactericidal;Slac_31_pval2	Aque_Choano_to_pinaco;Slac_15	Aque_Choano_to_pinaco;Slac_15_pval1	Aque_Choano_to_pinaco;Slac_15_pval2	Aque_Choano_to_pinaco;Slac_24	Aque_Choano_to_pinaco;Slac_24_pval1	Aque_Choano_to_pinaco;Slac_24_pval2	Aque_Choano_to_pinaco;Slac_32	Aque_Choano_to_pinaco;Slac_32_pval1	Aque_Choano_to_pinaco;Slac_32_pval2	Aque_Choanocytes_1;Slac_25	Aque_Choanocytes_1;Slac_25_pval1	Aque_Choanocytes_1;Slac_25_pval2	Aque_Choanocytes_2;Slac_25	Aque_Choanocytes_2;Slac_25_pval1	Aque_Choanocytes_2;Slac_25_pval2	Aque_Choanocytes_2;Slac_30	Aque_Choanocytes_2;Slac_30_pval1	Aque_Choanocytes_2;Slac_30_pval2	Aque_Pinaco_1;Slac_14	Aque_Pinaco_1;Slac_14_pval1	Aque_Pinaco_1;Slac_14_pval2	Aque_Pinaco_1;Slac_17	Aque_Pinaco_1;Slac_17_pval1	Aque_Pinaco_1;Slac_17_pval2	Aque_Pinaco_1;Slac_22	Aque_Pinaco_1;Slac_22_pval1	Aque_Pinaco_1;Slac_22_pval2	Aque_Pinaco_1;Slac_8	Aque_Pinaco_1;Slac_8_pval1	Aque_Pinaco_1;Slac_8_pval2	Aque_Sperm;Slac_4	Aque_Sperm;Slac_4_pval1	Aque_Sperm;Slac_4_pval2	Aque_Unk_1;Slac_4	Aque_Unk_1;Slac_4_pval1	Aque_Unk_1;Slac_4_pval2
						Aque_Aqu2.1.32514-001;Slac_ENSLPGG00000018350	0.00026784013402817586	0.0002517678430115775							Aque_Aqu2.1.43329-001;Slac_ENSLPGG00000028356	6.309083453842146e-05	6.775257991661166e-05	Aque_Aqu2.1.42077-001;Slac_ENSLPGG00000023634	1.6179795020463484e-12	0.005827419773674819				Aque_Aqu2.1.38687-001;Slac_ENSLPGG00000023112	4.028489834224234e-42	0.0003324703807620784	Aque_Aqu2.1.20108-001;Slac_ENSLPGG00000019235	0.0001996471342094305	3.8954346900669975e-11				Aque_Aqu2.1.33635-001;Slac_ENSLPGG00000012471	0.00010669886911690847	9.012536840606819e-20	Aque_Aqu2.1.36606-001;Slac_ENSLPGG00000022031	6.429704257152719e-05	6.099419038603397e-08				Aque_Aqu2.1.33673-001;Slac_ENSLPGG00000012616	0.000628276188921932	5.4497946959940194e-05				Aque_Aqu2.1.34348-001;Slac_ENSLPGG00000012713	0.00010796781104150981	0.005865967933476736
						Aque_Aqu2.1.37748-001;Slac_ENSLPGG00000010195	0.006868279958800548	7.49018270378121e-168							Aque_Aqu2.1.37101-001;Slac_ENSLPGG00000015112	1.5336636022433145e-08	0.00018013208566898826	Aque_Aqu2.1.44280-001;Slac_ENSLPGG00000021800	3.113278684368793e-07	2.5495500804048876e-06				Aque_Aqu2.1.31859-001;Slac_ENSLPGG00000025722	0.004697429935254067	1.3456439192448823e-08	Aque_Aqu2.1.34441-001;Slac_ENSLPGG00000010137	8.94792185533382e-40	0.001790020645015706				Aque_Aqu2.1.34863-001;Slac_ENSLPGG00000019859	7.856949568546215e-16	0.0011397536544584786	Aque_Aqu2.1.22332-001;Slac_ENSLPGG00000013772	9.838828213524885e-12	0.0008831121506401709				Aque_Aqu2.1.33622-001;Slac_ENSLPGG00000022031	1.708447263117159e-16	0.009696082349253645				Aque_Aqu2.1.39784-001;Slac_ENSLPGG00000010787	0.00499087858669987	1.3604346982340432e-05
						Aque_Aqu2.1.32514-001;Slac_ENSLPGG00000006881	0.00026784013402817586	0.0019243758484575122							Aque_Aqu2.1.32548-001;Slac_ENSLPGG00000021127	0.0016118061765567644	0.00026020690407486225	Aque_Aqu2.1.33622-001;Slac_ENSLPGG00000021127	3.31852085524485e-07	0.009342612883849542				Aque_Aqu2.1.39761-001;Slac_ENSLPGG00000028345	3.393314768941332e-10	0.0003933860879960206	Aque_Aqu2.1.44214-001;Slac_ENSLPGG00000007955	3.0665856474314364e-10	1.9750808972902473e-05				Aque_Aqu2.1.42065-001;Slac_ENSLPGG00000022563	5.305955151225863e-07	5.085732044321034e-17	Aque_Aqu2.1.43674-001;Slac_ENSLPGG00000019065	4.20083387372124e-06	0.002143493550466423				Aque_Aqu2.1.30867-001;Slac_ENSLPGG00000019065	1.3309245062395783e-20	0.006927108559854214				Aque_Aqu2.1.28194-001;Slac_ENSLPGG00000011679	0.0045912394646443755	6.653444638887422e-06
						Aque_Aqu2.1.30395-001;Slac_ENSLPGG00000011626	6.234964103978512e-06	5.951518931550513e-09							Aque_Aqu2.1.28492-001;Slac_ENSLPGG00000009116	4.609852878565774e-24	1.3356495854071297e-16	Aque_Aqu2.1.44243-001;Slac_ENSLPGG00000021186	2.521644079706085e-10	6.881624328924807e-14				Aque_Aqu2.1.35499-001;Slac_ENSLPGG00000009453	1.1523800383696093e-27	1.7240464628282283e-09	Aque_Aqu2.1.04817-001;Slac_ENSLPGG00000016836	2.5806510890960834e-15	5.186576302702321e-08				Aque_Aqu2.1.43267-001;Slac_ENSLPGG00000017003	3.1038449995845004e-09	0.0007146712202704738	Aque_Aqu2.1.33635-001;Slac_ENSLPGG00000012471	0.00010669886911690847	0.00020102428853856525				Aque_Aqu2.1.28453-001;Slac_ENSLPGG00000026946	1.0394247470338174e-05	0.0007576152612991031				Aque_Aqu2.1.39784-001;Slac_ENSLPGG00000011679	0.00499087858669987	6.653444638887422e-06
						Aque_Aqu2.1.11387-001;Slac_ENSLPGG00000006881	0.00015458593629202684	0.0019243758484575122							Aque_Aqu2.1.41057-001;Slac_ENSLPGG00000021479	0.0004332992274544301	0.003708908431597192	Aque_Aqu2.1.44104-001;Slac_ENSLPGG00000013804	0.004676700161059421	0.0007362327321683684				Aque_Aqu2.1.42183-001;Slac_ENSLPGG00000007955	6.985331522353285e-12	1.9750808972902473e-05	Aque_Aqu2.1.43733-001;Slac_ENSLPGG00000015888	4.248328240934453e-206	0.0006916594577877405				Aque_Aqu2.1.43984-001;Slac_ENSLPGG00000026507	4.479650965828285e-09	0.0078094701130997455	Aque_Aqu2.1.34863-001;Slac_ENSLPGG00000015562	7.856949568546215e-16	0.008175833913661248				Aque_Aqu2.1.20046-001;Slac_ENSLPGG00000010168	0.00911986550103098	9.058687456132663e-08				Aque_Aqu2.1.28301-001;Slac_ENSLPGG00000012506	8.582889212601913e-05	1.2928363628897202e-07
						Aque_Aqu2.1.13985-001;Slac_ENSLPGG00000020432	0.007557710813279713	8.29687771191368e-30							Aque_Aqu2.1.36606-001;Slac_ENSLPGG00000021127	5.622930540080185e-07	0.00026020690407486225	Aque_Aqu2.1.43551-001;Slac_ENSLPGG00000007730	0.0005635633996396587	1.7449377494689486e-149				Aque_Aqu2.1.37895-001;Slac_ENSLPGG00000010506	1.8087908043811806e-10	0.002698921680975058	Aque_Aqu2.1.42700-001;Slac_ENSLPGG00000000696	7.021913672654355e-09	5.830310343059631e-06				Aque_Aqu2.1.43982-001;Slac_ENSLPGG00000010137	0.00026536629051856613	2.3938613340873506e-10	Aque_Aqu2.1.34140-001;Slac_ENSLPGG00000019065	1.0121820050408576e-29	0.002143493550466423				Aque_Aqu2.1.33604-001;Slac_ENSLPGG00000020709	0.00018672684408454628	0.007928578932790564				Aque_Aqu2.1.28194-001;Slac_ENSLPGG00000014570	0.0045912394646443755	0.0016118636451360351
						Aque_Aqu2.1.29482-001;Slac_ENSLPGG00000022242	0.006815611909410816	0.005393070509171903							Aque_Aqu2.1.38752-001;Slac_ENSLPGG00000013069	2.5967541173213717e-13	4.510390699375658e-16	Aque_Aqu2.1.33448-001;Slac_ENSLPGG00000011166	0.0009419018553175181	1.1662929005977234e-06				Aque_Aqu2.1.28493-001;Slac_ENSLPGG00000009116	8.33193295587791e-14	3.098026050711895e-06	Aque_Aqu2.1.42228-001;Slac_ENSLPGG00000017391	4.994238017866032e-07	0.0005938302939968093				Aque_Aqu2.1.21880-001;Slac_ENSLPGG00000008528	1.2898596676934027e-28	3.0019923230811625e-09	Aque_Aqu2.1.41892-001;Slac_ENSLPGG00000011839	5.2142493076430264e-14	6.039500918035304e-05				Aque_Aqu2.1.29714-001;Slac_ENSLPGG00000008036	7.391576077219849e-08	0.0038968647185279024				Aque_Aqu2.1.39784-001;Slac_ENSLPGG00000014570	0.00499087858669987	0.0016118636451360351
															Aque_Aqu2.1.33448-001;Slac_ENSLPGG00000011166	0.0009419018553175181	6.826160582443951e-22	Aque_Aqu2.1.17816-001;Slac_ENSLPGG00000019065	0.009367143325851741	5.413313929192906e-06				Aque_Aqu2.1.44197-001;Slac_ENSLPGG00000019065	2.2714847576806134e-31	7.25760385061524e-06	Aque_Aqu2.1.25311-001;Slac_ENSLPGG00000008894	1.4814822028446626e-18	9.442876585098862e-05				Aque_Aqu2.1.37117-001;Slac_ENSLPGG00000012950	7.895832192393494e-06	2.006326144639482e-06	Aque_Aqu2.1.37407-001;Slac_ENSLPGG00000020178	5.959310045388851e-09	0.0010513066033346907				Aque_Aqu2.1.37486-001;Slac_ENSLPGG00000022557	5.791765336917085e-10	0.007685700758476869				Aque_Aqu2.1.28194-001;Slac_ENSLPGG00000005398	0.0045912394646443755	0.0007898552266049389
															Aque_Aqu2.1.44243-001;Slac_ENSLPGG00000008996	2.521644079706085e-10	1.5171894313138206e-05	Aque_Aqu2.1.44243-001;Slac_ENSLPGG00000008996	2.521644079706085e-10	0.004729488519637293				Aque_Aqu2.1.44140-001;Slac_ENSLPGG00000009116	1.646659288707431e-78	3.098026050711895e-06	Aque_Aqu2.1.40333-001;Slac_ENSLPGG00000015465	1.525995245934674e-06	8.000284071629496e-11				Aque_Aqu2.1.35253-001;Slac_ENSLPGG00000018041	3.5542328552532075e-13	0.0017530359823746317	Aque_Aqu2.1.22984-001;Slac_ENSLPGG00000003607	0.0011070273067554314	7.068547709631196e-07				Aque_Aqu2.1.36578-001;Slac_ENSLPGG00000011207	5.891129462767358e-17	0.0032974355966670183				Aque_Aqu2.1.39784-001;Slac_ENSLPGG00000005398	0.00499087858669987	0.0007898552266049389
															Aque_Aqu2.1.33622-001;Slac_ENSLPGG00000022031	3.31852085524485e-07	9.300342416746377e-05	Aque_Aqu2.1.38596-001;Slac_ENSLPGG00000027951	0.001542624236740881	1.8275038755462968e-07				Aque_Aqu2.1.37895-001;Slac_ENSLPGG00000011588	1.8087908043811806e-10	0.0036895935973833547	Aque_Aqu2.1.26984-001;Slac_ENSLPGG00000000391	0.0001235028083498667	0.0006129685157230427				Aque_Aqu2.1.36779-001;Slac_ENSLPGG00000020178	2.0751669503159548e-16	0.0007400756194867412	Aque_Aqu2.1.37486-001;Slac_ENSLPGG00000021186	5.791765336917085e-10	1.5866616825505543e-23				Aque_Aqu2.1.42077-001;Slac_ENSLPGG00000024184	2.5024776515125946e-13	8.199738945854912e-06				Aque_Aqu2.1.36281-001;Slac_ENSLPGG00000027374	0.0019138750443887618	0.007210397688746341
															Aque_Aqu2.1.33526-001;Slac_ENSLPGG00000027951	2.6530378615446102e-11	0.0013402074915596252	Aque_Aqu2.1.42093-001;Slac_ENSLPGG00000011166	0.0013541819202391105	1.1662929005977234e-06				Aque_Aqu2.1.27832-001;Slac_ENSLPGG00000017427	5.939276265577746e-23	0.0037065549147303695	Aque_Aqu2.1.44140-001;Slac_ENSLPGG00000009116	3.48170003993214e-101	3.098026050711895e-06				Aque_Aqu2.1.43674-001;Slac_ENSLPGG00000003645	4.20083387372124e-06	2.645547445922724e-05	Aque_Aqu2.1.28489-001;Slac_ENSLPGG00000009116	1.2639077541595553e-28	0.0002502781468967871				Aque_Aqu2.1.33635-001;Slac_ENSLPGG00000012471	0.00010669886911690847	0.005559596267054266				Aque_Aqu2.1.42226-001;Slac_ENSLPGG00000018126	0.0005179452314931064	5.5436774813796546e-05
															Aque_Aqu2.1.25867-001;Slac_ENSLPGG00000013166	2.1213248264626324e-06	0.0010463282696080594	Aque_Aqu2.1.28492-001;Slac_ENSLPGG00000009116	4.609852878565774e-24	0.001396822626426671				Aque_Aqu2.1.11170-001;Slac_ENSLPGG00000017935	7.985673239814531e-25	0.007641587714202316	Aque_Aqu2.1.38687-001;Slac_ENSLPGG00000023112	2.654488101058108e-41	0.0003324703807620784				Aque_Aqu2.1.23692-001;Slac_ENSLPGG00000015112	1.2841772084763492e-19	0.0006787822325991016	Aque_Aqu2.1.37486-001;Slac_ENSLPGG00000008996	5.791765336917085e-10	2.383566135459776e-06				Aque_Aqu2.1.26973-001;Slac_ENSLPGG00000012471	1.8757648248382616e-05	0.005559596267054266				Aque_Aqu2.1.24884-001;Slac_ENSLPGG00000016023	3.8921994156324316e-05	2.7933912874570014e-08
															Aque_Aqu2.1.41660-001;Slac_ENSLPGG00000015815	0.00678209924781447	3.0889450846678094e-05	Aque_Aqu2.1.43365-001;Slac_ENSLPGG00000022615	0.002191564312746992	4.521418014203203e-05				Aque_Aqu2.1.35211-001;Slac_ENSLPGG00000014120	3.46092426890341e-23	0.000944903500654391	Aque_Aqu2.1.37895-001;Slac_ENSLPGG00000011588	1.3041098546376117e-11	0.0036895935973833547				Aque_Aqu2.1.26973-001;Slac_ENSLPGG00000012471	1.8757648248382616e-05	9.012536840606819e-20	Aque_Aqu2.1.36580-001;Slac_ENSLPGG00000006910	0.00012213328003275967	0.0021402839722444843				Aque_Aqu2.1.38824-001;Slac_ENSLPGG00000012471	0.0021069493728025235	0.005559596267054266						
															Aque_Aqu2.1.44243-001;Slac_ENSLPGG00000021186	2.521644079706085e-10	5.034074710478306e-19	Aque_Aqu2.1.43984-001;Slac_ENSLPGG00000002394	1.1016186836212721e-24	1.2624455340248748e-06				Aque_Aqu2.1.38181-001;Slac_ENSLPGG00000021186	0.0014557742047692525	1.7535438192775834e-53	Aque_Aqu2.1.27832-001;Slac_ENSLPGG00000012471	5.884935948591738e-05	1.2256378781761784e-09				Aque_Aqu2.1.40738-001;Slac_ENSLPGG00000007322	6.218782870818954e-08	7.737038726130456e-15	Aque_Aqu2.1.33635-001;Slac_ENSLPGG00000020470	0.00010669886911690847	0.005200025809404252				Aque_Aqu2.1.42148-001;Slac_ENSLPGG00000018705	0.005002361813659799	0.0023344719474410014						
															Aque_Aqu2.1.25867-001;Slac_ENSLPGG00000015112	2.1213248264626324e-06	0.00018013208566898826	Aque_Aqu2.1.23414-001;Slac_ENSLPGG00000002095	1.6439830959473454e-05	0.002634358102591382				Aque_Aqu2.1.42700-001;Slac_ENSLPGG00000000696	1.3533484421805182e-09	5.830310343059631e-06	Aque_Aqu2.1.38596-001;Slac_ENSLPGG00000027951	4.915425379001228e-11	0.00012208320266236656				Aque_Aqu2.1.28495-001;Slac_ENSLPGG00000023963	4.458325986516477e-24	0.00026303246838548124	Aque_Aqu2.1.30867-001;Slac_ENSLPGG00000019065	1.3309245062395783e-20	0.002143493550466423				Aque_Aqu2.1.42560-001;Slac_ENSLPGG00000015465	0.0008809471089720678	0.008322672676028871						
															Aque_Aqu2.1.04953-001;Slac_ENSLPGG00000003184	0.002259735120805645	0.001403641674023249	Aque_Aqu2.1.24548-001;Slac_ENSLPGG00000012140	9.149078712360244e-05	0.0011067438588838036				Aque_Aqu2.1.35513-001;Slac_ENSLPGG00000014037	1.391430610834894e-08	9.215098691457013e-15	Aque_Aqu2.1.33612-001;Slac_ENSLPGG00000011588	2.364364427309774e-10	0.0036895935973833547				Aque_Aqu2.1.25867-001;Slac_ENSLPGG00000012471	0.0002352162877005849	9.012536840606819e-20	Aque_Aqu2.1.40738-001;Slac_ENSLPGG00000012981	6.218782870818954e-08	1.3335247027011732e-14				Aque_Aqu2.1.25927-001;Slac_ENSLPGG00000006175	3.006102746387663e-11	0.0009487128182759552						
															Aque_Aqu2.1.41482-001;Slac_ENSLPGG00000006271	2.2364060071655327e-10	0.00010329686300105768	Aque_Aqu2.1.40997-001;Slac_ENSLPGG00000019726	3.056879980995244e-05	3.1296260265785744e-53				Aque_Aqu2.1.34138-001;Slac_ENSLPGG00000006271	1.2656438086926812e-05	2.6697465039007906e-06	Aque_Aqu2.1.34263-001;Slac_ENSLPGG00000015631	5.189591029528842e-07	8.896789141331552e-11				Aque_Aqu2.1.43674-001;Slac_ENSLPGG00000006271	4.20083387372124e-06	3.732968551925518e-05	Aque_Aqu2.1.32509-001;Slac_ENSLPGG00000007568	0.0003922226519476641	7.355611122930514e-05				Aque_Aqu2.1.26973-001;Slac_ENSLPGG00000000921	1.8757648248382616e-05	0.00020497790178902148						
															Aque_Aqu2.1.38524-001;Slac_ENSLPGG00000025842	0.004166809097269318	5.791004440231865e-07	Aque_Aqu2.1.38687-001;Slac_ENSLPGG00000023112	0.0012331680164132607	0.0002511069236736297				Aque_Aqu2.1.37101-001;Slac_ENSLPGG00000012471	6.194430517240804e-07	1.2256378781761784e-09	Aque_Aqu2.1.44218-001;Slac_ENSLPGG00000007955	2.1931163753421432e-08	1.9750808972902473e-05				Aque_Aqu2.1.42203-001;Slac_ENSLPGG00000008996	0.00045457418849529025	5.146308428844976e-15	Aque_Aqu2.1.41482-001;Slac_ENSLPGG00000019065	2.257130122823816e-08	0.002143493550466423				Aque_Aqu2.1.38824-001;Slac_ENSLPGG00000000921	0.0021069493728025235	0.00020497790178902148						
															Aque_Aqu2.1.33622-001;Slac_ENSLPGG00000021127	3.31852085524485e-07	0.00026020690407486225	Aque_Aqu2.1.39703-001;Slac_ENSLPGG00000021186	8.926042219776161e-05	6.881624328924807e-14				Aque_Aqu2.1.35499-001;Slac_ENSLPGG00000009116	1.1523800383696093e-27	3.098026050711895e-06	Aque_Aqu2.1.38095-001;Slac_ENSLPGG00000006910	0.00046503987165875694	9.821143306702358e-10				Aque_Aqu2.1.24981-001;Slac_ENSLPGG00000009456	2.7217252995401606e-14	4.685225916727112e-05	Aque_Aqu2.1.35253-001;Slac_ENSLPGG00000012471	3.5542328552532075e-13	0.00020102428853856525				Aque_Aqu2.1.31551-001;Slac_ENSLPGG00000019065	0.0004550419940629617	0.006927108559854214						
															Aque_Aqu2.1.44140-001;Slac_ENSLPGG00000011327	8.885562534779468e-10	0.0016877695055628826	Aque_Aqu2.1.39703-001;Slac_ENSLPGG00000008996	8.926042219776161e-05	0.004729488519637293				Aque_Aqu2.1.38393-001;Slac_ENSLPGG00000013990	0.0013844564169838704	5.561679774912e-16	Aque_Aqu2.1.17698-001;Slac_ENSLPGG00000011232	1.9606036093622195e-11	0.003325700561470039				Aque_Aqu2.1.19198-001;Slac_ENSLPGG00000004319	2.3018167447574076e-16	0.000827535064898996	Aque_Aqu2.1.36779-001;Slac_ENSLPGG00000020178	2.0751669503159548e-16	0.0010513066033346907				Aque_Aqu2.1.41520-001;Slac_ENSLPGG00000018774	4.988517977277189e-10	0.0059141423288884215						
															Aque_Aqu2.1.25867-001;Slac_ENSLPGG00000011715	2.1213248264626324e-06	0.0015163362896410573	Aque_Aqu2.1.43551-001;Slac_ENSLPGG00000007525	0.0005635633996396587	1.1234997919954914e-14				Aque_Aqu2.1.34441-001;Slac_ENSLPGG00000021750	7.219142937079096e-31	0.007143211701726101	Aque_Aqu2.1.32726-001;Slac_ENSLPGG00000028356	0.00020161191729037281	2.097030126413491e-05				Aque_Aqu2.1.29714-001;Slac_ENSLPGG00000008036	7.391576077219849e-08	1.1540325819341644e-21	Aque_Aqu2.1.42065-001;Slac_ENSLPGG00000022563	5.305955151225863e-07	7.489445266910807e-06				Aque_Aqu2.1.41619-001;Slac_ENSLPGG00000007581	0.0001135500444194301	0.0013383589210053243						
															Aque_Aqu2.1.01979-001;Slac_ENSLPGG00000019065	0.007012591066954428	3.1496785989591547e-07	Aque_Aqu2.1.44140-001;Slac_ENSLPGG00000009116	8.885562534779468e-10	0.001396822626426671				Aque_Aqu2.1.07580-001;Slac_ENSLPGG00000019930	1.4295324705092113e-16	0.004965012481475406	Aque_Aqu2.1.35503-001;Slac_ENSLPGG00000030274	6.524992042139891e-05	1.90995439367809e-08				Aque_Aqu2.1.42077-001;Slac_ENSLPGG00000024415	2.5024776515125946e-13	0.0003515626804160105	Aque_Aqu2.1.08677-001;Slac_ENSLPGG00000015888	7.208488648075431e-16	5.421831364350314e-05				Aque_Aqu2.1.25867-001;Slac_ENSLPGG00000012471	0.0002352162877005849	0.005559596267054266						
															Aque_Aqu2.1.34140-001;Slac_ENSLPGG00000019065	1.662739836406084e-09	3.1496785989591547e-07	Aque_Aqu2.1.43551-001;Slac_ENSLPGG00000011839	0.0005635633996396587	0.00611186985166198				Aque_Aqu2.1.43733-001;Slac_ENSLPGG00000015888	2.8079750835220977e-170	0.0006916594577877405	Aque_Aqu2.1.21880-001;Slac_ENSLPGG00000008528	9.018987970662154e-62	0.0013895463550715437				Aque_Aqu2.1.43984-001;Slac_ENSLPGG00000002394	4.479650965828285e-09	1.221392526032047e-23	Aque_Aqu2.1.17816-001;Slac_ENSLPGG00000007158	0.004846158259488255	2.3171329481883538e-23				Aque_Aqu2.1.35197-001;Slac_ENSLPGG00000023608	1.2879642783987652e-05	0.00021819079240100695						
															Aque_Aqu2.1.43984-001;Slac_ENSLPGG00000002394	1.1016186836212721e-24	2.9862001037469835e-27							Aque_Aqu2.1.38596-001;Slac_ENSLPGG00000006266	6.485696048108517e-11	0.003619518626652102	Aque_Aqu2.1.34441-001;Slac_ENSLPGG00000021750	8.94792185533382e-40	0.007143211701726101				Aque_Aqu2.1.42762-001;Slac_ENSLPGG00000021127	1.0081478109652569e-17	1.5465846751523873e-05	Aque_Aqu2.1.43353-001;Slac_ENSLPGG00000008404	3.8260820266303296e-05	0.0002096723503608165				Aque_Aqu2.1.17816-001;Slac_ENSLPGG00000007158	0.004846158259488255	1.3921670430557845e-07						
															Aque_Aqu2.1.25867-001;Slac_ENSLPGG00000012296	2.1213248264626324e-06	0.001043453426024318							Aque_Aqu2.1.25933-001;Slac_ENSLPGG00000007953	7.69935697219898e-05	0.0014155101453730327	Aque_Aqu2.1.24879-001;Slac_ENSLPGG00000015293	0.00024797248585702985	2.67363390184927e-09				Aque_Aqu2.1.28453-001;Slac_ENSLPGG00000026946	1.0394247470338174e-05	1.0178599160302201e-15	Aque_Aqu2.1.35253-001;Slac_ENSLPGG00000020470	3.5542328552532075e-13	0.005200025809404252				Aque_Aqu2.1.35253-001;Slac_ENSLPGG00000015112	3.5542328552532075e-13	0.00549930044633956						
															Aque_Aqu2.1.30867-001;Slac_ENSLPGG00000019065	8.811394793769746e-08	3.1496785989591547e-07							Aque_Aqu2.1.44214-001;Slac_ENSLPGG00000007955	2.009817921356835e-06	1.9750808972902473e-05	Aque_Aqu2.1.29918-001;Slac_ENSLPGG00000030129	0.00024658544383960945	0.0013713614834639212				Aque_Aqu2.1.36606-001;Slac_ENSLPGG00000002171	6.429704257152719e-05	7.388655311919578e-20	Aque_Aqu2.1.43251-001;Slac_ENSLPGG00000025032	2.3451474142829946e-08	0.006542027272199874				Aque_Aqu2.1.41065-001;Slac_ENSLPGG00000018774	0.002433444354028677	0.0059141423288884215						
															Aque_Aqu2.1.24504-001;Slac_ENSLPGG00000020039	0.007919704155121277	0.007639306423032143							Aque_Aqu2.1.27832-001;Slac_ENSLPGG00000012296	5.939276265577746e-23	0.0063155438099113505	Aque_Aqu2.1.33049-001;Slac_ENSLPGG00000013461	0.00015577197424357952	9.882239640916073e-09				Aque_Aqu2.1.43954-001;Slac_ENSLPGG00000029175	0.0001823425905369846	3.593459119355663e-05	Aque_Aqu2.1.22423-001;Slac_ENSLPGG00000021186	0.003331405344316412	1.5866616825505543e-23				Aque_Aqu2.1.40828-001;Slac_ENSLPGG00000014103	0.000597727428425492	4.430855169663792e-05						
															Aque_Aqu2.1.29497-001;Slac_ENSLPGG00000014782	0.009540321936991298	4.0221730396915904e-85							Aque_Aqu2.1.42015-001;Slac_ENSLPGG00000003738	5.917872503133353e-05	1.0526376784842143e-09	Aque_Aqu2.1.27832-001;Slac_ENSLPGG00000020470	5.884935948591738e-05	3.423487626718001e-05				Aque_Aqu2.1.43482-001;Slac_ENSLPGG00000023417	7.648655415159219e-16	0.0020866515349768724	Aque_Aqu2.1.28683-001;Slac_ENSLPGG00000017036	0.007371482204497088	1.9986848103810602e-07				Aque_Aqu2.1.25867-001;Slac_ENSLPGG00000000921	0.0002352162877005849	0.00020497790178902148						
															Aque_Aqu2.1.39703-001;Slac_ENSLPGG00000010854	8.926042219776161e-05	0.0011755140317752015							Aque_Aqu2.1.09103-001;Slac_ENSLPGG00000028461	2.0179561011502303e-07	3.048826496448948e-05	Aque_Aqu2.1.37895-001;Slac_ENSLPGG00000010506	1.3041098546376117e-11	0.002698921680975058				Aque_Aqu2.1.43989-001;Slac_ENSLPGG00000002394	4.110904363096128e-06	1.221392526032047e-23	Aque_Aqu2.1.29714-001;Slac_ENSLPGG00000008036	7.391576077219849e-08	4.536590795862888e-06				Aque_Aqu2.1.42762-001;Slac_ENSLPGG00000022031	1.0081478109652569e-17	0.009696082349253645						
															Aque_Aqu2.1.17816-001;Slac_ENSLPGG00000001139	0.009367143325851741	1.4494333720685917e-24							Aque_Aqu2.1.30110-001;Slac_ENSLPGG00000017935	2.308865816166031e-15	0.007641587714202316	Aque_Aqu2.1.20504-001;Slac_ENSLPGG00000003738	0.0037927081630394956	1.0526376784842143e-09				Aque_Aqu2.1.13384-001;Slac_ENSLPGG00000028025	0.008071454308217863	1.9481484135242517e-27	Aque_Aqu2.1.26973-001;Slac_ENSLPGG00000012471	1.8757648248382616e-05	0.00020102428853856525				Aque_Aqu2.1.40738-001;Slac_ENSLPGG00000012981	6.218782870818954e-08	0.00011499550597623149						
															Aque_Aqu2.1.24879-001;Slac_ENSLPGG00000015293	0.0005023866135471616	3.0288120931539586e-07							Aque_Aqu2.1.44323-001;Slac_ENSLPGG00000020755	3.5972015695912066e-05	0.00540254793321005	Aque_Aqu2.1.33612-001;Slac_ENSLPGG00000010506	2.364364427309774e-10	0.002698921680975058				Aque_Aqu2.1.31551-001;Slac_ENSLPGG00000006271	0.0004550419940629617	3.732968551925518e-05	Aque_Aqu2.1.22423-001;Slac_ENSLPGG00000008996	0.003331405344316412	2.383566135459776e-06				Aque_Aqu2.1.17816-001;Slac_ENSLPGG00000001139	0.004846158259488255	4.345251405310324e-05						
															Aque_Aqu2.1.37101-001;Slac_ENSLPGG00000020470	1.5336636022433145e-08	0.002366091147798498							Aque_Aqu2.1.41812-001;Slac_ENSLPGG00000025722	0.00964276725673419	1.3456439192448823e-08	Aque_Aqu2.1.43980-001;Slac_ENSLPGG00000012713	0.009290738953083176	0.00014886923356237738				Aque_Aqu2.1.42203-001;Slac_ENSLPGG00000021186	0.00045457418849529025	2.1966675747781014e-45	Aque_Aqu2.1.16567-001;Slac_ENSLPGG00000020470	3.0155612923613537e-06	0.005200025809404252				Aque_Aqu2.1.41482-001;Slac_ENSLPGG00000019065	2.257130122823816e-08	0.006927108559854214						
