Scil_15;Slac_14	Scil_15;Slac_14_pval1	Scil_15;Slac_14_pval2	Scil_17;Slac_40	Scil_17;Slac_40_pval1	Scil_17;Slac_40_pval2	Scil_21;Slac_15	Scil_21;Slac_15_pval1	Scil_21;Slac_15_pval2	Scil_21;Slac_9	Scil_21;Slac_9_pval1	Scil_21;Slac_9_pval2	Scil_24;Slac_24	Scil_24;Slac_24_pval1	Scil_24;Slac_24_pval2	Scil_25;Slac_17	Scil_25;Slac_17_pval1	Scil_25;Slac_17_pval2	Scil_26;Slac_10	Scil_26;Slac_10_pval1	Scil_26;Slac_10_pval2	Scil_26;Slac_18	Scil_26;Slac_18_pval1	Scil_26;Slac_18_pval2	Scil_27;Slac_24	Scil_27;Slac_24_pval1	Scil_27;Slac_24_pval2	Scil_28;Slac_4	Scil_28;Slac_4_pval1	Scil_28;Slac_4_pval2
Scil_g9850;Slac_ENSLPGG00000009453	2.3017395799018037e-22	3.1604583026530097e-28				Scil_g3806;Slac_ENSLPGG00000011166	3.452312820229575e-05	6.826160582443951e-22	Scil_g428;Slac_ENSLPGG00000008220	1.1757209573410568e-27	2.790707462165623e-142	Scil_g1061;Slac_ENSLPGG00000012981	1.0251660571293946e-93	8.513066735387627e-07	Scil_g3637;Slac_ENSLPGG00000013069	2.2448209558247724e-05	5.0113952813723e-05	Scil_g5780;Slac_ENSLPGG00000003645	7.2955123666667815e-19	0.0024297749038857896				Scil_g12659;Slac_ENSLPGG00000014205	3.7730206860198744e-07	6.288064179825763e-09			
Scil_g5859;Slac_ENSLPGG00000021910	1.1638304495251563e-10	0.002140338487350159				Scil_g7476;Slac_ENSLPGG00000007134	1.6962499319957996e-22	9.037150733713786e-49	Scil_g2622;Slac_ENSLPGG00000015631	3.030870204098419e-17	1.9985066974402838e-16	Scil_g20;Slac_ENSLPGG00000011839	3.034859832850301e-78	0.00611186985166198	Scil_g2253;Slac_ENSLPGG00000008220	6.478494392866644e-35	0.0008756707499995294	Scil_g2679;Slac_ENSLPGG00000008029	6.451736882000984e-05	0.0006989136754553602				Scil_g4929;Slac_ENSLPGG00000012981	3.464830970332022e-64	8.513066735387627e-07			
Scil_g13259;Slac_ENSLPGG00000002171	0.0019587669444009245	7.388655311919578e-20				Scil_g9161;Slac_ENSLPGG00000026665	2.6385043186678827e-33	0.0005594298294001904	Scil_g5407;Slac_ENSLPGG00000016023	4.849384633143921e-38	3.9859421032837844e-120	Scil_g5888;Slac_ENSLPGG00000020470	7.570274345774542e-89	0.0026781387316083716	Scil_g12529;Slac_ENSLPGG00000024511	1.0556557055860905e-05	0.0013973110254201315	Scil_g3056;Slac_ENSLPGG00000012471	1.5788364300755796e-05	0.003771970080327302				Scil_g5888;Slac_ENSLPGG00000020470	2.065002902194461e-51	0.0026781387316083716			
Scil_g8299;Slac_ENSLPGG00000019726	2.689349422758425e-30	0.0				Scil_g3808;Slac_ENSLPGG00000002140	5.286844345780048e-33	2.465789419242768e-11	Scil_g3338;Slac_ENSLPGG00000028645	3.8768835109847375e-12	0.001151647880758861	Scil_g6273;Slac_ENSLPGG00000013844	2.3328830650530948e-07	6.327972765092445e-45	Scil_g1483;Slac_ENSLPGG00000007158	4.085735599763043e-06	2.3171329481883538e-23	Scil_g980;Slac_ENSLPGG00000015655	0.00601410783628935	0.00021136649384652376				Scil_g5888;Slac_ENSLPGG00000012471	2.065002902194461e-51	0.0005192764684538317			
Scil_g3271;Slac_ENSLPGG00000004239	2.0666784367705663e-09	1.002188415802102e-05				Scil_g8192;Slac_ENSLPGG00000007525	2.4409454456120322e-27	3.5619051390972777e-23	Scil_g13000;Slac_ENSLPGG00000029928	7.650787255511761e-23	5.964734464321405e-23	Scil_g6477;Slac_ENSLPGG00000011166	2.5496012144317233e-10	1.1662929005977234e-06	Scil_g6358;Slac_ENSLPGG00000022031	4.495018191693717e-06	6.099419038603397e-08	Scil_g254;Slac_ENSLPGG00000011839	5.377227945320709e-07	0.0016410694167748663				Scil_g5254;Slac_ENSLPGG00000002171	0.005356450352588373	2.0039843010385572e-48			
Scil_g8192;Slac_ENSLPGG00000018987	1.1319454415633238e-06	1.3501043026864786e-122				Scil_g2024;Slac_ENSLPGG00000012981	3.8482179326324794e-44	3.131393800435421e-11	Scil_g5780;Slac_ENSLPGG00000007158	1.401077682156374e-56	1.965018913530473e-21	Scil_g5888;Slac_ENSLPGG00000012471	7.570274345774542e-89	0.0005192764684538317	Scil_g6923;Slac_ENSLPGG00000006271	4.832739396701769e-10	3.1018371628481413e-06	Scil_g6182;Slac_ENSLPGG00000021186	0.004128846139921027	1.9273999204376512e-13				Scil_g4240;Slac_ENSLPGG00000007525	7.94947822143419e-06	1.1234997919954914e-14			
Scil_g5104;Slac_ENSLPGG00000008750	1.3385190593660316e-11	3.2875899999834076e-37				Scil_g721;Slac_ENSLPGG00000016523	7.585164231627284e-06	7.460571249454539e-10	Scil_g2615;Slac_ENSLPGG00000027773	1.3588690071563008e-97	0.0006305903810572271	Scil_g4240;Slac_ENSLPGG00000007525	3.593482504157775e-10	1.1234997919954914e-14	Scil_g6358;Slac_ENSLPGG00000002171	4.495018191693717e-06	2.040331509655993e-20	Scil_g8187;Slac_ENSLPGG00000001013	0.0035819223353641314	1.0295866836221565e-09				Scil_g2609;Slac_ENSLPGG00000011839	5.680645443935824e-44	0.00611186985166198			
Scil_g721;Slac_ENSLPGG00000007429	1.2265829150867528e-69	0.0024369279596928484				Scil_g10960;Slac_ENSLPGG00000010273	7.697874836345238e-14	1.4736923783815982e-11	Scil_g1098;Slac_ENSLPGG00000007158	7.599970776583826e-09	1.965018913530473e-21	Scil_g130;Slac_ENSLPGG00000008987	1.4146731984658691e-66	0.005751196968137072	Scil_g947;Slac_ENSLPGG00000006175	4.126847869522122e-16	0.003176804712407504	Scil_g8569;Slac_ENSLPGG00000010551	1.9025431659339974e-05	0.0006940261241552783				Scil_g8941;Slac_ENSLPGG00000008885	2.295751083596078e-15	0.0008094735825056095			
Scil_g2018;Slac_ENSLPGG00000014205	3.0609869963813252e-15	8.529006203565522e-47				Scil_g3338;Slac_ENSLPGG00000028645	3.8768835109847375e-12	0.0062503156199557545	Scil_g7476;Slac_ENSLPGG00000007134	1.6962499319957996e-22	4.5735235615341203e-41	Scil_g13004;Slac_ENSLPGG00000011839	2.5514582754827525e-91	0.00611186985166198	Scil_g2475;Slac_ENSLPGG00000015293	3.280825016652046e-05	0.0003798293968597521	Scil_g2679;Slac_ENSLPGG00000028207	6.451736882000984e-05	0.002200414253468723				Scil_g5254;Slac_ENSLPGG00000016891	0.005356450352588373	1.1066745948069943e-10			
Scil_g1810;Slac_ENSLPGG00000014172	1.8056311860152903e-21	9.057695077875531e-07				Scil_g5407;Slac_ENSLPGG00000016023	4.849384633143921e-38	5.2244029442935016e-98	Scil_g2024;Slac_ENSLPGG00000012981	3.8482179326324794e-44	1.425866129975506e-17	Scil_g4223;Slac_ENSLPGG00000011839	1.5956933083580732e-91	0.00611186985166198	Scil_g2756;Slac_ENSLPGG00000022031	0.0004767352567340763	6.099419038603397e-08							Scil_g5761;Slac_ENSLPGG00000012632	5.093190979129437e-08	2.7001608366897018e-17			
Scil_g2615;Slac_ENSLPGG00000027773	8.659425700052678e-51	2.3067353164999476e-32				Scil_g5780;Slac_ENSLPGG00000003645	1.401077682156374e-56	2.455428195900785e-11	Scil_g3316;Slac_ENSLPGG00000004765	2.531520629243094e-69	4.857855965547903e-16	Scil_g13539;Slac_ENSLPGG00000008987	3.8710966832846466e-62	0.005751196968137072	Scil_g8192;Slac_ENSLPGG00000007525	1.4505713363105934e-09	3.993170464153228e-16							Scil_g1846;Slac_ENSLPGG00000021127	2.6571136541369326e-45	0.009342612883849542			
Scil_g2667;Slac_ENSLPGG00000007158	1.213546492040107e-09	3.4393842705479424e-25				Scil_g1098;Slac_ENSLPGG00000007158	7.599970776583826e-09	1.2305328596950784e-25	Scil_g4131;Slac_ENSLPGG00000018774	0.00196209406172658	2.4166258980482844e-09	Scil_g5627;Slac_ENSLPGG00000012140	5.532503098103706e-06	0.0011067438588838036	Scil_g12785;Slac_ENSLPGG00000008996	2.3296876787399272e-06	2.383566135459776e-06							Scil_g130;Slac_ENSLPGG00000008987	1.1639739734115758e-43	0.005751196968137072			
Scil_g10960;Slac_ENSLPGG00000012471	1.7814275668616436e-13	9.012536840606819e-20				Scil_g402;Slac_ENSLPGG00000010506	0.0003005960655922788	1.6813378010395353e-09	Scil_g12781;Slac_ENSLPGG00000012981	3.220845832701209e-54	1.425866129975506e-17	Scil_g8192;Slac_ENSLPGG00000007730	6.87570092868224e-33	1.7449377494689486e-149	Scil_g2793;Slac_ENSLPGG00000017855	0.009881073541213904	0.0001249377116177873							Scil_g5780;Slac_ENSLPGG00000001139	7.726719165322015e-45	1.364164359996385e-34			
Scil_g5780;Slac_ENSLPGG00000001139	3.2348683259580126e-27	1.5864479285115916e-66				Scil_g5970;Slac_ENSLPGG00000019726	0.00876853202494436	1.6706628061377998e-112	Scil_g6477;Slac_ENSLPGG00000009324	0.0062350988250728465	0.0032146804795755626	Scil_g1846;Slac_ENSLPGG00000021127	3.7072688851209574e-77	0.009342612883849542	Scil_g8299;Slac_ENSLPGG00000019726	1.2100150610866985e-15	3.693794179985513e-95							Scil_g5780;Slac_ENSLPGG00000006271	7.726719165322015e-45	6.725810871771657e-11			
Scil_g13026;Slac_ENSLPGG00000029928	1.0858709037481048e-15	1.133641503252008e-12				Scil_g10960;Slac_ENSLPGG00000000921	7.697874836345238e-14	4.959771898176181e-14	Scil_g5780;Slac_ENSLPGG00000003645	1.401077682156374e-56	6.4337355297277255e-09	Scil_g2609;Slac_ENSLPGG00000011839	1.5111048112200333e-68	0.00611186985166198	Scil_g12785;Slac_ENSLPGG00000021186	2.3296876787399272e-06	1.5866616825505543e-23							Scil_g10508;Slac_ENSLPGG00000018391	1.4665814847050853e-15	5.576426266892998e-14			
Scil_g176;Slac_ENSLPGG00000006340	4.6128602470137076e-46	0.00019700462985319765				Scil_g1350;Slac_ENSLPGG00000007955	1.7852689279252667e-48	0.007386783815123632	Scil_g2475;Slac_ENSLPGG00000015293	3.0939704374754477e-07	1.2577896648206847e-10	Scil_g5761;Slac_ENSLPGG00000012632	5.934859529223012e-10	2.7001608366897018e-17	Scil_g2756;Slac_ENSLPGG00000002171	0.0004767352567340763	2.040331509655993e-20							Scil_g5780;Slac_ENSLPGG00000007158	7.726719165322015e-45	2.0838815629998246e-20			
Scil_g8851;Slac_ENSLPGG00000026194	5.351413959374844e-05	1.969891307800923e-05				Scil_g2939;Slac_ENSLPGG00000007325	1.0611989525191513e-05	6.157960893801338e-07	Scil_g1483;Slac_ENSLPGG00000019065	2.479568833724734e-22	4.280743164546749e-06	Scil_g8941;Slac_ENSLPGG00000008885	9.28739523794013e-15	0.0008094735825056095	Scil_g6427;Slac_ENSLPGG00000009456	0.0038813036213638575	2.941187808203476e-10							Scil_g13539;Slac_ENSLPGG00000008987	2.0254017501563832e-25	0.005751196968137072			
Scil_g1047;Slac_ENSLPGG00000015631	0.0001008054776948121	1.3544945094291961e-13				Scil_g12781;Slac_ENSLPGG00000012981	3.220845832701209e-54	3.131393800435421e-11	Scil_g10960;Slac_ENSLPGG00000010273	7.697874836345238e-14	2.9181703033897673e-09	Scil_g12659;Slac_ENSLPGG00000014205	1.7832643797370186e-06	6.288064179825763e-09	Scil_g2024;Slac_ENSLPGG00000004729	4.646532910031047e-06	2.757012332639792e-10							Scil_g8192;Slac_ENSLPGG00000007525	3.095268598195959e-25	1.1234997919954914e-14			
Scil_g5864;Slac_ENSLPGG00000019900	0.0003760413837692521	0.008330418155149743				Scil_g2615;Slac_ENSLPGG00000027773	1.3588690071563008e-97	0.002449408524435611	Scil_g3632;Slac_ENSLPGG00000013990	3.488081111876346e-12	8.396529193092423e-12	Scil_g4240;Slac_ENSLPGG00000011839	3.593482504157775e-10	0.00611186985166198	Scil_g1098;Slac_ENSLPGG00000007158	0.00827391027704454	2.3171329481883538e-23							Scil_g7276;Slac_ENSLPGG00000012981	1.612962360671473e-06	8.513066735387627e-07			
Scil_g2550;Slac_ENSLPGG00000015631	0.00018597690863606623	1.3544945094291961e-13				Scil_g3316;Slac_ENSLPGG00000004765	2.531520629243094e-69	1.711222440657744e-10	Scil_g2024;Slac_ENSLPGG00000030375	3.8482179326324794e-44	0.002058471191555939	Scil_g5780;Slac_ENSLPGG00000001139	2.9711931366042666e-50	1.364164359996385e-34	Scil_g428;Slac_ENSLPGG00000008220	5.021405377734626e-36	0.0008756707499995294							Scil_g5780;Slac_ENSLPGG00000003645	7.726719165322015e-45	1.6653069253683454e-07			
Scil_g10960;Slac_ENSLPGG00000000921	1.7814275668616436e-13	1.3554892344563593e-12				Scil_g2024;Slac_ENSLPGG00000030375	3.8482179326324794e-44	0.00031005803561051735	Scil_g5970;Slac_ENSLPGG00000019726	0.00876853202494436	9.233327271920263e-98	Scil_g5780;Slac_ENSLPGG00000006271	2.9711931366042666e-50	6.725810871771657e-11	Scil_g1483;Slac_ENSLPGG00000006271	4.085735599763043e-06	3.1018371628481413e-06							Scil_g5780;Slac_ENSLPGG00000019065	7.726719165322015e-45	5.413313929192906e-06			
Scil_g13259;Slac_ENSLPGG00000021127	0.0019587669444009245	1.5465846751523873e-05				Scil_g11222;Slac_ENSLPGG00000021520	5.013830628113789e-07	2.3251872846171974e-12	Scil_g8192;Slac_ENSLPGG00000011839	2.4409454456120322e-27	2.3607637339619418e-11	Scil_g2024;Slac_ENSLPGG00000023276	9.755691899743128e-10	1.4295563297452558e-07	Scil_g8187;Slac_ENSLPGG00000001013	0.009348253562345503	2.0373714997288736e-80							Scil_g10162;Slac_ENSLPGG00000004269	2.0809344177039645e-14	0.0017560705643623906			
Scil_g11222;Slac_ENSLPGG00000001139	1.1918429997624423e-07	1.5864479285115916e-66				Scil_g1483;Slac_ENSLPGG00000019065	2.479568833724734e-22	3.1496785989591547e-07	Scil_g13820;Slac_ENSLPGG00000018774	2.3448594471839515e-08	2.4166258980482844e-09	Scil_g10162;Slac_ENSLPGG00000004269	2.179014578327991e-26	0.0017560705643623906	Scil_g552;Slac_ENSLPGG00000010574	1.829316733864634e-14	1.771231631264135e-06							Scil_g5254;Slac_ENSLPGG00000022031	0.005356450352588373	1.6521542134525504e-05			
Scil_g929;Slac_ENSLPGG00000015631	0.0006739606382448352	1.3544945094291961e-13				Scil_g5520;Slac_ENSLPGG00000013069	2.09591889875815e-25	4.510390699375658e-16	Scil_g4131;Slac_ENSLPGG00000020178	0.00196209406172658	5.203780196752114e-10	Scil_g5780;Slac_ENSLPGG00000007158	2.9711931366042666e-50	2.0838815629998246e-20	Scil_g3056;Slac_ENSLPGG00000010273	2.0628480496730304e-08	7.696669701701013e-06							Scil_g4240;Slac_ENSLPGG00000011839	7.94947822143419e-06	0.00611186985166198			
Scil_g8183;Slac_ENSLPGG00000002171	7.136238196514838e-05	7.388655311919578e-20				Scil_g10015;Slac_ENSLPGG00000022563	5.102593283167871e-54	6.237240578969627e-07	Scil_g5780;Slac_ENSLPGG00000019065	1.401077682156374e-56	4.280743164546749e-06	Scil_g8192;Slac_ENSLPGG00000007525	6.87570092868224e-33	1.1234997919954914e-14	Scil_g2024;Slac_ENSLPGG00000004970	4.646532910031047e-06	2.6538517025404042e-08							Scil_g980;Slac_ENSLPGG00000023276	0.0011989583053217798	1.4295563297452558e-07			
Scil_g10669;Slac_ENSLPGG00000026194	0.003749453953567109	1.969891307800923e-05				Scil_g10960;Slac_ENSLPGG00000012471	7.697874836345238e-14	3.25051042436473e-08	Scil_g2024;Slac_ENSLPGG00000023276	3.8482179326324794e-44	5.006232055107248e-07	Scil_g11222;Slac_ENSLPGG00000001139	9.325436313824295e-14	1.364164359996385e-34	Scil_g2624;Slac_ENSLPGG00000026946	1.365660569752361e-10	0.0030641082345340387							Scil_g8220;Slac_ENSLPGG00000009456	0.002463770589505183	5.660643526030502e-31			
Scil_g2624;Slac_ENSLPGG00000026946	4.1002142457421344e-13	1.0178599160302201e-15				Scil_g5520;Slac_ENSLPGG00000014037	2.09591889875815e-25	2.8937728943288984e-19	Scil_g6487;Slac_ENSLPGG00000023112	2.6902999857811382e-25	6.821266047565433e-14	Scil_g11222;Slac_ENSLPGG00000006271	9.325436313824295e-14	6.725810871771657e-11	Scil_g10960;Slac_ENSLPGG00000010273	3.516281539997559e-05	7.696669701701013e-06							Scil_g5761;Slac_ENSLPGG00000012744	5.093190979129437e-08	0.002662226552472541			
Scil_g10363;Slac_ENSLPGG00000019859	1.7683703946708102e-19	0.0011397536544584786				Scil_g2475;Slac_ENSLPGG00000015293	3.0939704374754477e-07	3.0288120931539586e-07	Scil_g8186;Slac_ENSLPGG00000018774	2.027576154248112e-06	2.4166258980482844e-09	Scil_g11222;Slac_ENSLPGG00000007158	9.325436313824295e-14	2.0838815629998246e-20	Scil_g10363;Slac_ENSLPGG00000014139	0.003378878652426875	0.0038658422956780927							Scil_g2820;Slac_ENSLPGG00000012140	7.937987451962361e-22	0.0011067438588838036			
Scil_g3056;Slac_ENSLPGG00000026194	1.3731224023390558e-07	1.969891307800923e-05				Scil_g5780;Slac_ENSLPGG00000019065	1.401077682156374e-56	3.1496785989591547e-07	Scil_g11447;Slac_ENSLPGG00000009116	0.0011988833990713961	1.187914787539918e-27	Scil_g5780;Slac_ENSLPGG00000003645	2.9711931366042666e-50	1.6653069253683454e-07	Scil_g6432;Slac_ENSLPGG00000001593	5.779599212333483e-13	2.610966808913046e-05							Scil_g980;Slac_ENSLPGG00000030375	0.0011989583053217798	0.0009062360447060605			
Scil_g2018;Slac_ENSLPGG00000015631	3.0609869963813252e-15	1.3544945094291961e-13				Scil_g7865;Slac_ENSLPGG00000019578	3.759490286505337e-12	0.0005401379704453665	Scil_g1098;Slac_ENSLPGG00000019065	7.599970776583826e-09	4.280743164546749e-06	Scil_g2024;Slac_ENSLPGG00000030375	9.755691899743128e-10	0.0009062360447060605	Scil_g1514;Slac_ENSLPGG00000006923	5.502436503021031e-16	0.0014798030848324195							Scil_g2822;Slac_ENSLPGG00000006723	1.2046246500420255e-06	1.479064500876953e-17			
Scil_g2938;Slac_ENSLPGG00000008036	4.216202562209187e-05	1.1540325819341644e-21				Scil_g3668;Slac_ENSLPGG00000022563	1.4998070167165875e-08	6.237240578969627e-07	Scil_g12781;Slac_ENSLPGG00000023276	3.220845832701209e-54	5.006232055107248e-07	Scil_g5780;Slac_ENSLPGG00000019065	2.9711931366042666e-50	5.413313929192906e-06	Scil_g6923;Slac_ENSLPGG00000019065	4.832739396701769e-10	0.002143493550466423							Scil_g11587;Slac_ENSLPGG00000005542	4.192068481728588e-05	2.2155380793958537e-16			
Scil_g13697;Slac_ENSLPGG00000028969	0.001980450370936841	3.0281616059030917e-12				Scil_g4131;Slac_ENSLPGG00000020178	0.00196209406172658	4.7379811227545295e-07	Scil_g10960;Slac_ENSLPGG00000012471	7.697874836345238e-14	8.124978717659955e-08	Scil_g3668;Slac_ENSLPGG00000022563	2.750057294290493e-15	3.4434726359320087e-06	Scil_g8192;Slac_ENSLPGG00000011839	1.4505713363105934e-09	6.039500918035304e-05							Scil_g8192;Slac_ENSLPGG00000011839	3.095268598195959e-25	0.00611186985166198			
Scil_g2667;Slac_ENSLPGG00000019065	1.213546492040107e-09	3.613082416273542e-08				Scil_g6487;Slac_ENSLPGG00000023112	2.6902999857811382e-25	1.2280498929779551e-08	Scil_g1483;Slac_ENSLPGG00000006271	2.479568833724734e-22	9.73403041830119e-05	Scil_g5761;Slac_ENSLPGG00000012744	5.934859529223012e-10	0.002662226552472541	Scil_g8851;Slac_ENSLPGG00000020470	0.0013186114376195319	0.005200025809404252							Scil_g8187;Slac_ENSLPGG00000001013	0.0026024483794617813	2.7387518804066343e-75			
Scil_g3632;Slac_ENSLPGG00000013990	1.0004906568125788e-15	4.092429008726915e-10				Scil_g1483;Slac_ENSLPGG00000006271	2.479568833724734e-22	0.00010329686300105768	Scil_g1483;Slac_ENSLPGG00000021520	2.479568833724734e-22	0.001418103085264237	Scil_g2820;Slac_ENSLPGG00000012140	3.9657895423737085e-29	0.0011067438588838036	Scil_g1098;Slac_ENSLPGG00000006271	0.00827391027704454	3.1018371628481413e-06							Scil_g13000;Slac_ENSLPGG00000029928	4.8053426804416345e-37	0.009521336134590821			
Scil_g428;Slac_ENSLPGG00000008220	3.53638816872691e-50	3.053105731426932e-24				Scil_g6923;Slac_ENSLPGG00000021520	0.0007496312067256761	2.3251872846171974e-12	Scil_g7865;Slac_ENSLPGG00000019578	3.759490286505337e-12	0.0048945557979933815	Scil_g7276;Slac_ENSLPGG00000012981	6.0911677932161244e-06	8.513066735387627e-07	Scil_g9674;Slac_ENSLPGG00000010273	0.0007343807069236559	7.696669701701013e-06							Scil_g3668;Slac_ENSLPGG00000022563	1.4928136181561929e-07	3.4434726359320087e-06			
Scil_g7476;Slac_ENSLPGG00000007134	0.00014123194349380583	1.723130318275879e-92				Scil_g6477;Slac_ENSLPGG00000009324	0.0062350988250728465	0.0016273209584915234	Scil_g402;Slac_ENSLPGG00000010506	0.0003005960655922788	1.263049125259277e-07	Scil_g13024;Slac_ENSLPGG00000029928	3.6879272146840085e-16	0.009521336134590821	Scil_g3056;Slac_ENSLPGG00000020470	2.0628480496730304e-08	0.005200025809404252							Scil_g11616;Slac_ENSLPGG00000003818	0.002941255425821128	0.004262066830711639			
Scil_g9919;Slac_ENSLPGG00000006340	7.99159855313051e-09	0.00019700462985319765				Scil_g8186;Slac_ENSLPGG00000020178	2.027576154248112e-06	4.7379811227545295e-07	Scil_g12785;Slac_ENSLPGG00000021186	1.6615381302058852e-07	3.5927119594215055e-24	Scil_g11222;Slac_ENSLPGG00000019065	9.325436313824295e-14	5.413313929192906e-06	Scil_g12865;Slac_ENSLPGG00000023608	1.3808669513324088e-08	0.003031234032842293							Scil_g3808;Slac_ENSLPGG00000002140	4.548895433806986e-16	5.5918815821433435e-06			
Scil_g11447;Slac_ENSLPGG00000009116	4.092936753533095e-05	6.14592868531139e-18				Scil_g1098;Slac_ENSLPGG00000019065	7.599970776583826e-09	3.1496785989591547e-07	Scil_g10960;Slac_ENSLPGG00000015112	7.697874836345238e-14	6.110427182401843e-06	Scil_g8192;Slac_ENSLPGG00000011839	6.87570092868224e-33	0.00611186985166198	Scil_g13539;Slac_ENSLPGG00000015888	3.801568702753414e-10	5.421831364350314e-05							Scil_g10339;Slac_ENSLPGG00000003818	0.004252384725326189	0.004262066830711639			
Scil_g5780;Slac_ENSLPGG00000007158	3.2348683259580126e-27	3.4393842705479424e-25				Scil_g5780;Slac_ENSLPGG00000006271	1.401077682156374e-56	0.00010329686300105768	Scil_g402;Slac_ENSLPGG00000013283	0.0003005960655922788	3.255600133488331e-09	Scil_g11587;Slac_ENSLPGG00000005542	0.001308213787946087	2.2155380793958537e-16	Scil_g6182;Slac_ENSLPGG00000008996	6.54132555884722e-05	2.383566135459776e-06							Scil_g2151;Slac_ENSLPGG00000006993	8.91704441277099e-15	1.2913246968418005e-09			
Scil_g647;Slac_ENSLPGG00000019384	0.00029538876298533675	0.0014562631862502784				Scil_g4725;Slac_ENSLPGG00000010506	0.007071540977103302	1.6813378010395353e-09	Scil_g10960;Slac_ENSLPGG00000012296	7.697874836345238e-14	0.0001466708255175629	Scil_g2151;Slac_ENSLPGG00000006993	1.5623858192076863e-29	1.2913246968418005e-09	Scil_g980;Slac_ENSLPGG00000015655	0.0005986017299019908	3.02085994403222e-06							Scil_g5254;Slac_ENSLPGG00000021127	0.005356450352588373	0.009342612883849542			
Scil_g2018;Slac_ENSLPGG00000007322	3.0609869963813252e-15	7.737038726130456e-15				Scil_g11283;Slac_ENSLPGG00000025842	0.0001944654720352231	5.791004440231865e-07	Scil_g11222;Slac_ENSLPGG00000001139	5.013830628113789e-07	4.69500827060743e-21	Scil_g13026;Slac_ENSLPGG00000029928	1.340950059410457e-12	0.009521336134590821	Scil_g10960;Slac_ENSLPGG00000020470	3.516281539997559e-05	0.005200025809404252							Scil_g980;Slac_ENSLPGG00000015655	0.0011989583053217798	2.5317165897381096e-09			
Scil_g8861;Slac_ENSLPGG00000003184	0.000972653632666094	5.435635391302434e-06				Scil_g11447;Slac_ENSLPGG00000009116	0.0011988833990713961	1.3356495854071297e-16	Scil_g5780;Slac_ENSLPGG00000006271	1.401077682156374e-56	9.73403041830119e-05	Scil_g552;Slac_ENSLPGG00000010574	9.063270920807916e-38	5.158652120706704e-06	Scil_g254;Slac_ENSLPGG00000007525	0.00017210202930432919	3.993170464153228e-16							Scil_g6487;Slac_ENSLPGG00000023112	1.6239594000076057e-07	0.0002511069236736297			
Scil_g176;Slac_ENSLPGG00000001013	4.6128602470137076e-46	9.900491958884998e-26				Scil_g9850;Slac_ENSLPGG00000023963	2.9609292285413797e-44	0.00021429564820563303	Scil_g5780;Slac_ENSLPGG00000021520	1.401077682156374e-56	0.001418103085264237	Scil_g10960;Slac_ENSLPGG00000010273	0.00010166511914957086	2.2568325936102162e-05	Scil_g6182;Slac_ENSLPGG00000021186	6.54132555884722e-05	1.5866616825505543e-23							Scil_g980;Slac_ENSLPGG00000007955	0.0011989583053217798	0.0010077057716323732			
Scil_g2312;Slac_ENSLPGG00000026194	0.00047418108694509317	1.969891307800923e-05				Scil_g11222;Slac_ENSLPGG00000001139	5.013830628113789e-07	1.4494333720685917e-24	Scil_g13820;Slac_ENSLPGG00000020178	2.3448594471839515e-08	5.203780196752114e-10	Scil_g13000;Slac_ENSLPGG00000029928	3.139328915068049e-23	0.009521336134590821	Scil_g3316;Slac_ENSLPGG00000004765	4.81600624494851e-16	5.6238260485352485e-05							Scil_g13024;Slac_ENSLPGG00000029928	0.0012145047895266619	0.009521336134590821			
Scil_g8183;Slac_ENSLPGG00000021127	7.136238196514838e-05	1.5465846751523873e-05				Scil_g3632;Slac_ENSLPGG00000013990	3.488081111876346e-12	0.0006259999278705256	Scil_g721;Slac_ENSLPGG00000007429	7.585164231627284e-06	1.4497953333836968e-05	Scil_g2024;Slac_ENSLPGG00000004970	9.755691899743128e-10	0.0009004477836155248	Scil_g8930;Slac_ENSLPGG00000008996	0.003008471673133274	2.383566135459776e-06							Scil_g552;Slac_ENSLPGG00000010574	1.9763298949328966e-09	5.158652120706704e-06			
Scil_g9815;Slac_ENSLPGG00000028025	3.979340550056759e-15	1.9481484135242517e-27				Scil_g11447;Slac_ENSLPGG00000011327	0.0011988833990713961	0.0016877695055628826	Scil_g1098;Slac_ENSLPGG00000006271	7.599970776583826e-09	9.73403041830119e-05	Scil_g12088;Slac_ENSLPGG00000008894	9.082690390954365e-06	0.000522212415775053	Scil_g2024;Slac_ENSLPGG00000012981	4.646532910031047e-06	1.3335247027011732e-14							Scil_g13026;Slac_ENSLPGG00000029928	0.004697348678915856	0.009521336134590821			
Scil_g2756;Slac_ENSLPGG00000002171	5.95074074397426e-10	7.388655311919578e-20				Scil_g428;Slac_ENSLPGG00000010973	1.1757209573410568e-27	0.00015161252851570743	Scil_g10960;Slac_ENSLPGG00000020470	7.697874836345238e-14	0.002865326369152078	Scil_g2024;Slac_ENSLPGG00000012981	9.755691899743128e-10	8.513066735387627e-07	Scil_g1483;Slac_ENSLPGG00000019065	4.085735599763043e-06	0.002143493550466423												
Scil_g11222;Slac_ENSLPGG00000007158	1.1918429997624423e-07	3.4393842705479424e-25				Scil_g12785;Slac_ENSLPGG00000021186	1.6615381302058852e-07	5.034074710478306e-19	Scil_g1098;Slac_ENSLPGG00000021520	7.599970776583826e-09	0.001418103085264237	Scil_g3808;Slac_ENSLPGG00000002140	4.4005623375883204e-05	5.5918815821433435e-06	Scil_g5592;Slac_ENSLPGG00000027633	1.0248394770224422e-05	2.6367218576394218e-05												
