Aque_Archaeo_1;Scil_19	Aque_Archaeo_1;Scil_19_pval1	Aque_Archaeo_1;Scil_19_pval2	Aque_Archaeo_1;Scil_24	Aque_Archaeo_1;Scil_24_pval1	Aque_Archaeo_1;Scil_24_pval2	Aque_Archaeo_1;Scil_27	Aque_Archaeo_1;Scil_27_pval1	Aque_Archaeo_1;Scil_27_pval2	Aque_Archaeo_1;Scil_32	Aque_Archaeo_1;Scil_32_pval1	Aque_Archaeo_1;Scil_32_pval2	Aque_Aspcinzin;Scil_28	Aque_Aspcinzin;Scil_28_pval1	Aque_Aspcinzin;Scil_28_pval2	Aque_Choanocytes_1;Scil_1	Aque_Choanocytes_1;Scil_1_pval1	Aque_Choanocytes_1;Scil_1_pval2	Aque_Choanocytes_2;Scil_1	Aque_Choanocytes_2;Scil_1_pval1	Aque_Choanocytes_2;Scil_1_pval2	Aque_Pinaco_1;Scil_15	Aque_Pinaco_1;Scil_15_pval1	Aque_Pinaco_1;Scil_15_pval2	Aque_Pinaco_1;Scil_21	Aque_Pinaco_1;Scil_21_pval1	Aque_Pinaco_1;Scil_21_pval2	Aque_Pinaco_1;Scil_25	Aque_Pinaco_1;Scil_25_pval1	Aque_Pinaco_1;Scil_25_pval2	Aque_Pinaco_1;Scil_30	Aque_Pinaco_1;Scil_30_pval1	Aque_Pinaco_1;Scil_30_pval2	Aque_Pinaco_2;Scil_15	Aque_Pinaco_2;Scil_15_pval1	Aque_Pinaco_2;Scil_15_pval2	Aque_Pinaco_2;Scil_19	Aque_Pinaco_2;Scil_19_pval1	Aque_Pinaco_2;Scil_19_pval2	Aque_Pinaco_2;Scil_24	Aque_Pinaco_2;Scil_24_pval1	Aque_Pinaco_2;Scil_24_pval2	Aque_Pinaco_2;Scil_27	Aque_Pinaco_2;Scil_27_pval1	Aque_Pinaco_2;Scil_27_pval2	Aque_Sperm;Scil_22	Aque_Sperm;Scil_22_pval1	Aque_Sperm;Scil_22_pval2
Aque_Aqu2.1.29389-001;Scil_g2525	6.434706818958723e-15	1.4948396953819433e-12	Aque_Aqu2.1.41587-001;Scil_g1970	6.284211007424334e-22	1.235607112604749e-33	Aque_Aqu2.1.37751-001;Scil_g10941	1.960754617020323e-08	6.18957093590251e-08	Aque_Aqu2.1.34214-001;Scil_g3749	5.077623847648018e-17	6.961884929721676e-10										Aque_Aqu2.1.38390-001;Scil_g2060	3.283777108141531e-31	0.0005739952944207668				Aque_Aqu2.1.38824-001;Scil_g10960	0.0021069493728025235	3.516281539997559e-05				Aque_Aqu2.1.22423-001;Scil_g8930	0.00017056021635578747	1.6915094476803913e-05												
Aque_Aqu2.1.39201-001;Scil_g5203	7.815203465075636e-11	1.5974349963759316e-113	Aque_Aqu2.1.29376-001;Scil_g3040	0.000358434222937596	0.0073124480923593424	Aque_Aqu2.1.41072-001;Scil_g8524	1.4923901171103289e-15	9.371162070713908e-07	Aque_Aqu2.1.41072-001;Scil_g9453	1.4923901171103289e-15	4.49983027371432e-20										Aque_Aqu2.1.16567-001;Scil_g10669	3.0155612923613537e-06	0.003749453953567109				Aque_Aqu2.1.25867-001;Scil_g9674	0.0002352162877005849	0.0007343807069236559				Aque_Aqu2.1.33934-001;Scil_g1542	2.965699003650396e-17	0.007619750763166573												
Aque_Aqu2.1.20710-001;Scil_g9339	2.4308098953169308e-09	5.222451835868074e-29	Aque_Aqu2.1.41072-001;Scil_g9453	1.4923901171103289e-15	2.3202718139754127e-12	Aque_Aqu2.1.37748-001;Scil_g4955	0.006868279958800548	1.3274390645344907e-15	Aque_Aqu2.1.39902-001;Scil_g9270	9.107093425514649e-48	1.0728702843068072e-05										Aque_Aqu2.1.24981-001;Scil_g6427	2.7217252995401606e-14	2.8492265485112783e-05				Aque_Aqu2.1.29081-001;Scil_g119	7.183480367196946e-22	0.006956076367442361				Aque_Aqu2.1.38524-001;Scil_g10858	2.7492927132484602e-08	0.0046343563014585734												
Aque_Aqu2.1.43637-001;Scil_g13024	0.0001321362764028887	0.0003027031355391717	Aque_Aqu2.1.41587-001;Scil_g2125	6.284211007424334e-22	3.513457657467906e-18	Aque_Aqu2.1.37574-001;Scil_g2525	2.5048026577623928e-15	1.3407951204689368e-05	Aque_Aqu2.1.23425-001;Scil_g9270	2.4250333501045333e-55	1.0728702843068072e-05										Aque_Aqu2.1.23239-001;Scil_g2060	7.943361772072874e-20	0.0005739952944207668				Aque_Aqu2.1.41049-001;Scil_g13539	0.007200126607303983	3.801568702753414e-10				Aque_Aqu2.1.17720-001;Scil_g9859	5.551374374753066e-10	0.00015744798888633476												
Aque_Aqu2.1.20295-001;Scil_g8187	0.0001795255504142727	6.325527901913702e-16	Aque_Aqu2.1.43558-001;Scil_g2679	3.1472571512040617e-06	3.449463238812816e-18	Aque_Aqu2.1.37751-001;Scil_g3052	1.960754617020323e-08	0.0004792116040778553	Aque_Aqu2.1.43688-001;Scil_g9839	4.4253445921185735e-29	1.1355828495615424e-07										Aque_Aqu2.1.43637-001;Scil_g13024	8.152574204947499e-32	0.00014717462768455288				Aque_Aqu2.1.42065-001;Scil_g10015	5.305955151225863e-07	9.835167470058142e-06				Aque_Aqu2.1.34343-001;Scil_g119	1.074270232820891e-06	1.1392739541626258e-52												
Aque_Aqu2.1.43637-001;Scil_g13026	0.0001321362764028887	3.669888604903578e-05	Aque_Aqu2.1.40744-001;Scil_g9836	0.00520906155360265	0.001366247367853044	Aque_Aqu2.1.42549-001;Scil_g11616	4.864952737528873e-51	0.002941255425821128	Aque_Aqu2.1.22703-001;Scil_g3906	1.8051658972370857e-10	0.00014453004306132745										Aque_Aqu2.1.25927-001;Scil_g947	3.006102746387663e-11	7.950598064923904e-40				Aque_Aqu2.1.38824-001;Scil_g9674	0.0021069493728025235	0.0007343807069236559				Aque_Aqu2.1.23371-001;Scil_g9815	8.590115473506136e-09	3.979340550056759e-15												
Aque_Aqu2.1.38196-001;Scil_g3312	2.7056507229478046e-24	3.291118863045072e-37	Aque_Aqu2.1.43558-001;Scil_g11587	3.1472571512040617e-06	0.001308213787946087	Aque_Aqu2.1.39820-001;Scil_g2822	0.00030930266620041397	1.2046246500420255e-06	Aque_Aqu2.1.40726-001;Scil_g2952	3.898092861090603e-17	4.817204358518965e-12										Aque_Aqu2.1.19251-001;Scil_g3142	0.0002787234957560977	0.00011417929269461546				Aque_Aqu2.1.34344-001;Scil_g119	8.471951911253183e-28	0.006956076367442361				Aque_Aqu2.1.34140-001;Scil_g5780	1.2311513054768545e-08	3.2348683259580126e-27												
Aque_Aqu2.1.18691-001;Scil_g10373	6.5279671785400235e-06	1.9374681307939146e-43	Aque_Aqu2.1.25460-001;Scil_g6952	1.0806839649739981e-05	4.838448993999771e-39	Aque_Aqu2.1.37713-001;Scil_g11587	1.7092280498504553e-19	4.192068481728588e-05	Aque_Aqu2.1.40897-001;Scil_g10732	2.4830102528941103e-10	7.193105487912825e-09										Aque_Aqu2.1.18919-001;Scil_g9886	3.781793541868298e-15	0.00218801344218696				Aque_Aqu2.1.20046-001;Scil_g6427	0.00911986550103098	0.0038813036213638575				Aque_Aqu2.1.24985-001;Scil_g6427	0.0004749866565147738	2.8492265485112783e-05												
Aque_Aqu2.1.37816-001;Scil_g11587	5.351220243248752e-65	7.602918771667548e-08	Aque_Aqu2.1.29482-001;Scil_g9453	0.006815611909410816	2.3202718139754127e-12	Aque_Aqu2.1.41072-001;Scil_g9453	1.4923901171103289e-15	1.8664571932202462e-13	Aque_Aqu2.1.13160-001;Scil_g10732	4.322179295065631e-10	7.193105487912825e-09										Aque_Aqu2.1.41482-001;Scil_g2667	2.257130122823816e-08	1.213546492040107e-09				Aque_Aqu2.1.41049-001;Scil_g130	0.007200126607303983	3.2104504713687346e-09				Aque_Aqu2.1.36440-001;Scil_g7991	0.0004778198145944702	3.841187617541146e-06												
Aque_Aqu2.1.34142-001;Scil_g9535	1.5802677811320417e-19	3.2631838562744626e-05	Aque_Aqu2.1.28037-001;Scil_g10865	2.846902201743957e-07	0.0034397346830514096	Aque_Aqu2.1.18089-001;Scil_g9453	2.3222255630625573e-12	1.8664571932202462e-13	Aque_Aqu2.1.41935-001;Scil_g3772	5.591333443268466e-36	5.142580210191075e-06										Aque_Aqu2.1.39672-001;Scil_g2756	1.7219934783810546e-24	5.95074074397426e-10				Aque_Aqu2.1.29098-001;Scil_g10108	0.0022163606697167436	0.007160020110211752				Aque_Aqu2.1.29098-001;Scil_g10108	0.008406488938209408	8.192761731090963e-05												
Aque_Aqu2.1.37748-001;Scil_g4955	0.006868279958800548	3.09647286557078e-36	Aque_Aqu2.1.37888-001;Scil_g10793	1.1074993725506151e-05	8.421902305944512e-51	Aque_Aqu2.1.29389-001;Scil_g2525	6.434706818958723e-15	1.3407951204689368e-05	Aque_Aqu2.1.27294-001;Scil_g9839	6.379913106281972e-32	1.1355828495615424e-07										Aque_Aqu2.1.37426-001;Scil_g8462	0.006785239769564729	2.9772191846120044e-12				Aque_Aqu2.1.17816-001;Scil_g1098	0.004846158259488255	0.00827391027704454				Aque_Aqu2.1.42204-001;Scil_g6182	2.373203866995765e-25	0.0005505499915034545												
Aque_Aqu2.1.44193-001;Scil_g3749	5.2321281412502024e-11	5.015011148407402e-41	Aque_Aqu2.1.44059-001;Scil_g3256	3.328730512336417e-05	4.0851084805518284e-72	Aque_Aqu2.1.34140-001;Scil_g5780	8.624609785310953e-08	7.726719165322015e-45	Aque_Aqu2.1.44193-001;Scil_g3749	5.2321281412502024e-11	6.961884929721676e-10										Aque_Aqu2.1.44243-001;Scil_g8930	2.5819489532558422e-23	1.6915094476803913e-05				Aque_Aqu2.1.34343-001;Scil_g119	1.192967813648859e-24	0.006956076367442361				Aque_Aqu2.1.32720-001;Scil_g951	8.485865122776761e-05	0.0017281611328304556												
Aque_Aqu2.1.14137-001;Scil_g8105	3.1178299804803794e-58	0.00024569700678639167	Aque_Aqu2.1.44059-001;Scil_g9230	3.328730512336417e-05	9.597913170553696e-28	Aque_Aqu2.1.31586-001;Scil_g8948	6.035842798121547e-07	2.86304743546326e-11	Aque_Aqu2.1.28194-001;Scil_g10793	1.444625855187625e-59	2.0933444663797696e-15										Aque_Aqu2.1.28659-001;Scil_g8560	1.5273531139362444e-12	4.14937919839286e-06				Aque_Aqu2.1.39703-001;Scil_g6182	0.0003983784087831898	6.54132555884722e-05				Aque_Aqu2.1.36479-001;Scil_g9859	2.7549326412176117e-07	0.00015744798888633476												
Aque_Aqu2.1.28239-001;Scil_g8524	5.769546964194492e-21	8.728238982913148e-08				Aque_Aqu2.1.18691-001;Scil_g10373	6.5279671785400235e-06	7.62258263823454e-15	Aque_Aqu2.1.33950-001;Scil_g3772	2.1143479916429974e-48	5.142580210191075e-06										Aque_Aqu2.1.43522-001;Scil_g11081	4.691283312429145e-13	1.0006261628521908e-06				Aque_Aqu2.1.29077-001;Scil_g119	1.3133214504172145e-07	0.006956076367442361				Aque_Aqu2.1.22423-001;Scil_g6182	0.00017056021635578747	0.0005505499915034545												
Aque_Aqu2.1.41892-001;Scil_g8192	8.326661223111995e-07	8.365673889920028e-14				Aque_Aqu2.1.41943-001;Scil_g11616	1.0016906815678531e-30	0.002941255425821128	Aque_Aqu2.1.41935-001;Scil_g9270	5.591333443268466e-36	1.0728702843068072e-05										Aque_Aqu2.1.35253-001;Scil_g10960	3.5542328552532075e-13	1.7814275668616436e-13				Aque_Aqu2.1.27224-001;Scil_g1970	5.542768429070787e-13	0.0001564321687395474				Aque_Aqu2.1.39232-001;Scil_g11100	7.248897726992047e-09	5.957372625582349e-06												
Aque_Aqu2.1.40726-001;Scil_g2952	3.898092861090603e-17	2.3639138487861585e-05				Aque_Aqu2.1.40897-001;Scil_g2525	2.4830102528941103e-10	1.3407951204689368e-05	Aque_Aqu2.1.14128-001;Scil_g3282	2.4522134152092073e-15	6.159895535262038e-12										Aque_Aqu2.1.31586-001;Scil_g10108	1.7372787348993547e-40	8.192761731090963e-05				Aque_Aqu2.1.42693-001;Scil_g8851	0.0018360592641156288	0.0013186114376195319				Aque_Aqu2.1.43637-001;Scil_g13000	4.913286201607988e-09	0.0002401013157304926												
Aque_Aqu2.1.41072-001;Scil_g9453	1.4923901171103289e-15	6.387761827127926e-52				Aque_Aqu2.1.36774-001;Scil_g8909	2.2229382265985464e-06	1.0553477855489814e-20	Aque_Aqu2.1.43623-001;Scil_g2233	2.967833146368427e-22	0.00035254857723930345										Aque_Aqu2.1.40046-001;Scil_g1853	0.0043278197531680445	0.0002578751479556361				Aque_Aqu2.1.27224-001;Scil_g1638	5.542768429070787e-13	7.355111770743874e-06				Aque_Aqu2.1.24541-001;Scil_g9008	2.8194141356318613e-14	0.0003938319321363873												
Aque_Aqu2.1.20582-001;Scil_g11230	8.257890532706147e-05	1.6780481392070035e-17				Aque_Aqu2.1.37888-001;Scil_g10793	1.1074993725506151e-05	1.055319179606601e-40	Aque_Aqu2.1.33950-001;Scil_g9270	2.1143479916429974e-48	1.0728702843068072e-05										Aque_Aqu2.1.33622-001;Scil_g2756	1.708447263117159e-16	5.95074074397426e-10				Aque_Aqu2.1.42548-001;Scil_g5592	1.627868894535477e-08	1.0248394770224422e-05				Aque_Aqu2.1.17720-001;Scil_g9035	5.551374374753066e-10	0.0037667405008805417												
Aque_Aqu2.1.40203-001;Scil_g9896	7.76548669049712e-21	4.148244980823648e-31				Aque_Aqu2.1.34141-001;Scil_g6573	5.817801590754243e-06	3.984833124596185e-20	Aque_Aqu2.1.24901-001;Scil_g2525	5.43010493358015e-25	1.4710177588142786e-06										Aque_Aqu2.1.42703-001;Scil_g307	1.4754696956545303e-15	7.224369114222508e-43				Aque_Aqu2.1.39703-001;Scil_g8930	0.0003983784087831898	0.003008471673133274				Aque_Aqu2.1.31586-001;Scil_g10108	1.891188349453035e-06	8.192761731090963e-05												
Aque_Aqu2.1.17720-001;Scil_g9035	5.2343005289144623e-14	0.0076073926390171				Aque_Aqu2.1.20295-001;Scil_g3749	0.0001795255504142727	7.256768233505739e-09	Aque_Aqu2.1.22703-001;Scil_g8105	1.8051658972370857e-10	1.062772877784191e-07										Aque_Aqu2.1.33635-001;Scil_g10960	0.00010669886911690847	1.7814275668616436e-13				Aque_Aqu2.1.42204-001;Scil_g6182	1.4452367274558129e-06	6.54132555884722e-05				Aque_Aqu2.1.39774-001;Scil_g6550	0.0019888630209188496	8.436147880710344e-05												
Aque_Aqu2.1.36479-001;Scil_g9859	2.2918316857577615e-10	0.00010645449555461857				Aque_Aqu2.1.34141-001;Scil_g13597	5.817801590754243e-06	5.7160692645645324e-12	Aque_Aqu2.1.38675-001;Scil_g623	1.2729397869949765e-09	4.322946552855662e-07										Aque_Aqu2.1.43329-001;Scil_g9827	2.4503123309393326e-14	0.003907050406501273				Aque_Aqu2.1.29979-001;Scil_g3316	0.005096289705461217	4.81600624494851e-16				Aque_Aqu2.1.28301-001;Scil_g5638	2.0872806800862697e-23	3.2808279717751425e-08												
Aque_Aqu2.1.27224-001;Scil_g4378	6.85573730359377e-63	0.0010101747375163477				Aque_Aqu2.1.41587-001;Scil_g4378	6.284211007424334e-22	0.0028121050242745833	Aque_Aqu2.1.25694-001;Scil_g2921	6.167037117505687e-11	3.784180252432767e-08										Aque_Aqu2.1.39916-001;Scil_g9827	2.688541540398142e-13	0.003907050406501273				Aque_Aqu2.1.07545-001;Scil_g3398	0.009147084110062452	0.006984919336154506				Aque_Aqu2.1.25578-001;Scil_g9048	0.005312301831445139	2.603801014650437e-06												
Aque_Aqu2.1.36440-001;Scil_g1526	3.740727356250706e-136	3.325262552932249e-14				Aque_Aqu2.1.29376-001;Scil_g3040	0.000358434222937596	2.7180347714549767e-05	Aque_Aqu2.1.29077-001;Scil_g119	3.031435493306638e-15	7.156934767103602e-25										Aque_Aqu2.1.43363-001;Scil_g2079	3.009896266468842e-14	7.191157268072515e-07				Aque_Aqu2.1.42693-001;Scil_g10960	0.0018360592641156288	3.516281539997559e-05				Aque_Aqu2.1.31945-001;Scil_g6131	7.796168705280974e-16	0.0036689628223293847												
Aque_Aqu2.1.29376-001;Scil_g3040	0.000358434222937596	6.697607024542941e-20				Aque_Aqu2.1.13160-001;Scil_g2525	4.322179295065631e-10	1.3407951204689368e-05	Aque_Aqu2.1.24985-001;Scil_g8220	2.648227574502731e-19	2.096881178298641e-07										Aque_Aqu2.1.40044-001;Scil_g552	2.8322222814374473e-28	1.8734294623301771e-19				Aque_Aqu2.1.37770-001;Scil_g980	0.006518916636731035	0.0005986017299019908				Aque_Aqu2.1.34598-001;Scil_g809	0.00947266512126132	0.00011806319769900682												
Aque_Aqu2.1.27834-001;Scil_g1929	3.1136744770147465e-05	6.52124824287796e-16				Aque_Aqu2.1.29496-001;Scil_g208	1.2768054689113486e-36	0.0006868538957636951	Aque_Aqu2.1.39902-001;Scil_g10245	9.107093425514649e-48	0.00011047709390251427										Aque_Aqu2.1.43674-001;Scil_g5780	4.20083387372124e-06	3.2348683259580126e-27				Aque_Aqu2.1.22423-001;Scil_g6182	0.003331405344316412	6.54132555884722e-05				Aque_Aqu2.1.34140-001;Scil_g11222	1.2311513054768545e-08	1.1918429997624423e-07												
Aque_Aqu2.1.27224-001;Scil_g1970	6.85573730359377e-63	0.0001651498010009092				Aque_Aqu2.1.22703-001;Scil_g8105	1.8051658972370857e-10	0.0018004890810924788	Aque_Aqu2.1.23425-001;Scil_g10245	2.4250333501045333e-55	0.00011047709390251427										Aque_Aqu2.1.42762-001;Scil_g8183	1.0081478109652569e-17	7.136238196514838e-05				Aque_Aqu2.1.22423-001;Scil_g8930	0.003331405344316412	0.003008471673133274				Aque_Aqu2.1.24541-001;Scil_g8569	2.8194141356318613e-14	1.131086300268781e-13												
Aque_Aqu2.1.43581-001;Scil_g2671	5.4958467372897874e-33	3.5659663275920823e-13				Aque_Aqu2.1.41943-001;Scil_g10339	1.0016906815678531e-30	0.004252384725326189	Aque_Aqu2.1.41587-001;Scil_g1638	6.284211007424334e-22	1.19535896766409e-19										Aque_Aqu2.1.26978-001;Scil_g458	0.0002894306745381625	7.089012749431077e-08				Aque_Aqu2.1.14137-001;Scil_g5904	1.6296129892199814e-05	0.008087516056195784				Aque_Aqu2.1.41302-001;Scil_g480	1.593114344057822e-11	3.3439460944868425e-05												
Aque_Aqu2.1.18283-001;Scil_g1944	8.281858889981098e-97	0.00010030923517593511				Aque_Aqu2.1.42075-001;Scil_g8187	1.5642996226500542e-17	0.0026024483794617813	Aque_Aqu2.1.34142-001;Scil_g2525	1.5802677811320417e-19	1.4710177588142786e-06										Aque_Aqu2.1.34863-001;Scil_g5628	7.856949568546215e-16	0.007924718428379112										Aque_Aqu2.1.24541-001;Scil_g8574	2.8194141356318613e-14	0.005324126060266697												
Aque_Aqu2.1.37574-001;Scil_g10732	2.5048026577623928e-15	2.7887108393538893e-12				Aque_Aqu2.1.21251-001;Scil_g6498	4.624562609038775e-08	0.00010925434662925357	Aque_Aqu2.1.16671-001;Scil_g2638	1.7538076482175143e-30	0.008394236918024817										Aque_Aqu2.1.36436-001;Scil_g1240	9.530971709328e-21	0.0022006038327719362										Aque_Aqu2.1.37818-001;Scil_g9008	4.366072114981543e-05	0.0003938319321363873												
Aque_Aqu2.1.34140-001;Scil_g5780	8.624609785310953e-08	4.7119462055778926e-68				Aque_Aqu2.1.42770-001;Scil_g3808	3.4620499776698645e-08	4.548895433806986e-16	Aque_Aqu2.1.44059-001;Scil_g3256	3.328730512336417e-05	1.421562199914897e-32										Aque_Aqu2.1.26973-001;Scil_g10960	1.8757648248382616e-05	1.7814275668616436e-13										Aque_Aqu2.1.40681-001;Scil_g9859	4.236848246358944e-05	0.00015744798888633476												
Aque_Aqu2.1.34476-001;Scil_g10401	1.1365096649262665e-143	2.798023532765963e-17				Aque_Aqu2.1.37818-001;Scil_g13687	1.1042169105070999e-65	9.327942964971985e-05	Aque_Aqu2.1.18089-001;Scil_g9453	2.3222255630625573e-12	4.49983027371432e-20										Aque_Aqu2.1.23692-001;Scil_g3056	1.2841772084763492e-19	1.3731224023390558e-07										Aque_Aqu2.1.32713-001;Scil_g9048	0.0018930843638392614	2.603801014650437e-06												
Aque_Aqu2.1.39232-001;Scil_g11100	0.0008790342511167446	4.5168586478203026e-13				Aque_Aqu2.1.27834-001;Scil_g1929	3.1136744770147465e-05	8.404637095758516e-09	Aque_Aqu2.1.43688-001;Scil_g3772	4.4253445921185735e-29	5.142580210191075e-06										Aque_Aqu2.1.38824-001;Scil_g10960	0.0021069493728025235	1.7814275668616436e-13										Aque_Aqu2.1.37486-001;Scil_g8930	0.006959905185196754	1.6915094476803913e-05												
Aque_Aqu2.1.43423-001;Scil_g455	7.445917862680743e-110	1.2900160247922264e-41				Aque_Aqu2.1.43637-001;Scil_g13024	0.0001321362764028887	0.0012145047895266619	Aque_Aqu2.1.34889-001;Scil_g928	5.140233485381033e-67	5.0124596114756874e-11										Aque_Aqu2.1.34343-001;Scil_g119	1.192967813648859e-24	1.1392739541626258e-52										Aque_Aqu2.1.27224-001;Scil_g2125	0.00698422672407088	1.1882064584054088e-13												
Aque_Aqu2.1.37574-001;Scil_g2525	2.5048026577623928e-15	1.4948396953819433e-12				Aque_Aqu2.1.41071-001;Scil_g12539	6.710109806428675e-67	7.464386144638261e-11	Aque_Aqu2.1.41587-001;Scil_g8311	6.284211007424334e-22	9.440630961312128e-07										Aque_Aqu2.1.29077-001;Scil_g119	1.3133214504172145e-07	1.1392739541626258e-52										Aque_Aqu2.1.37818-001;Scil_g8569	4.366072114981543e-05	1.131086300268781e-13												
Aque_Aqu2.1.24901-001;Scil_g10732	5.43010493358015e-25	2.7887108393538893e-12				Aque_Aqu2.1.24985-001;Scil_g8220	2.648227574502731e-19	0.002463770589505183	Aque_Aqu2.1.41935-001;Scil_g10245	5.591333443268466e-36	0.00011047709390251427										Aque_Aqu2.1.28495-001;Scil_g5104	4.458325986516477e-24	1.3385190593660316e-11										Aque_Aqu2.1.40681-001;Scil_g8004	4.236848246358944e-05	0.00013273066977140263												
Aque_Aqu2.1.38363-001;Scil_g9187	4.496202827178639e-22	7.38949192974125e-10				Aque_Aqu2.1.24541-001;Scil_g13687	2.344168441479099e-143	9.327942964971985e-05	Aque_Aqu2.1.22809-001;Scil_g9784	2.735312110712329e-10	7.443898377019292e-22										Aque_Aqu2.1.43637-001;Scil_g13000	8.152574204947499e-32	0.0002401013157304926										Aque_Aqu2.1.37818-001;Scil_g8574	4.366072114981543e-05	0.005324126060266697												
Aque_Aqu2.1.24901-001;Scil_g2525	5.43010493358015e-25	1.4948396953819433e-12				Aque_Aqu2.1.37477-001;Scil_g6529	2.374194499162537e-23	8.190357430911236e-07	Aque_Aqu2.1.27294-001;Scil_g3772	6.379913106281972e-32	5.142580210191075e-06										Aque_Aqu2.1.40738-001;Scil_g2018	6.218782870818954e-08	3.0609869963813252e-15										Aque_Aqu2.1.42548-001;Scil_g5592	7.448014540555121e-28	0.00012069245201470799												
Aque_Aqu2.1.42075-001;Scil_g11230	1.5642996226500542e-17	1.6780481392070035e-17				Aque_Aqu2.1.06909-001;Scil_g5906	0.0010587694104038895	6.933082976977549e-20	Aque_Aqu2.1.38366-001;Scil_g9839	8.476009201277581e-19	1.1355828495615424e-07										Aque_Aqu2.1.28453-001;Scil_g2624	1.0394247470338174e-05	4.1002142457421344e-13										Aque_Aqu2.1.21527-001;Scil_g9859	0.0005885835886346764	0.00015744798888633476												
Aque_Aqu2.1.20582-001;Scil_g8187	8.257890532706147e-05	6.325527901913702e-16				Aque_Aqu2.1.40744-001;Scil_g9836	0.00520906155360265	7.342271741410701e-11	Aque_Aqu2.1.25862-001;Scil_g3282	1.4164840831138878e-69	6.159895535262038e-12										Aque_Aqu2.1.35253-001;Scil_g10669	3.5542328552532075e-13	0.003749453953567109										Aque_Aqu2.1.34182-001;Scil_g1212	0.00034402088415198156	0.00022611826849828852												
Aque_Aqu2.1.29389-001;Scil_g9535	6.434706818958723e-15	3.2631838562744626e-05				Aque_Aqu2.1.27809-001;Scil_g4134	2.3643424405959376e-49	0.0005330167622004079	Aque_Aqu2.1.43688-001;Scil_g9270	4.4253445921185735e-29	1.0728702843068072e-05										Aque_Aqu2.1.25769-001;Scil_g428	3.2643039449818794e-11	3.53638816872691e-50										Aque_Aqu2.1.40681-001;Scil_g9035	4.236848246358944e-05	0.0037667405008805417												
Aque_Aqu2.1.34141-001;Scil_g6573	5.817801590754243e-06	9.482830396203624e-25				Aque_Aqu2.1.40411-001;Scil_g9331	2.2516488763377489e-07	0.0016511427913031378	Aque_Aqu2.1.33950-001;Scil_g10245	2.1143479916429974e-48	0.00011047709390251427										Aque_Aqu2.1.28295-001;Scil_g5710	6.833508282525727e-08	0.00016162834630923756										Aque_Aqu2.1.44325-001;Scil_g533	0.008603398748427676	0.0009079115180928504												
Aque_Aqu2.1.23856-001;Scil_g6535	9.038754178536685e-06	6.353925662257855e-08				Aque_Aqu2.1.34860-001;Scil_g12463	1.2852695968093314e-58	0.00017072349184061117	Aque_Aqu2.1.24985-001;Scil_g9168	2.648227574502731e-19	3.0757614539671e-26										Aque_Aqu2.1.33635-001;Scil_g10669	0.00010669886911690847	0.003749453953567109										Aque_Aqu2.1.42195-001;Scil_g6550	0.00477303985890151	8.436147880710344e-05												
Aque_Aqu2.1.38167-001;Scil_g3347	2.0325287556649088e-66	5.3670028530141566e-12				Aque_Aqu2.1.37523-001;Scil_g1193	3.9180182185913873e-07	0.007926370588719185	Aque_Aqu2.1.41558-001;Scil_g11681	2.2997657677965656e-08	5.337022604493631e-10										Aque_Aqu2.1.44243-001;Scil_g6182	2.5819489532558422e-23	0.0005505499915034545										Aque_Aqu2.1.34348-001;Scil_g2746	0.004037217112809467	0.0037165158560533303												
Aque_Aqu2.1.41587-001;Scil_g2125	6.284211007424334e-22	6.812113569567865e-25				Aque_Aqu2.1.20046-001;Scil_g8220	1.893146120459131e-08	0.002463770589505183	Aque_Aqu2.1.27294-001;Scil_g9270	6.379913106281972e-32	1.0728702843068072e-05										Aque_Aqu2.1.43313-001;Scil_g7627	5.488228930951967e-29	0.0027340167265861746										Aque_Aqu2.1.34140-001;Scil_g1483	1.2311513054768545e-08	0.003927101518499479												
Aque_Aqu2.1.20582-001;Scil_g10732	8.257890532706147e-05	2.7887108393538893e-12				Aque_Aqu2.1.43558-001;Scil_g11587	3.1472571512040617e-06	4.192068481728588e-05	Aque_Aqu2.1.17720-001;Scil_g9859	5.2343005289144623e-14	6.901739288223604e-05										Aque_Aqu2.1.36606-001;Scil_g8183	6.429704257152719e-05	7.136238196514838e-05										Aque_Aqu2.1.21527-001;Scil_g8004	0.0005885835886346764	0.00013273066977140263												
Aque_Aqu2.1.41832-001;Scil_g1605	1.8716996324675586e-15	0.00037917446898663693				Aque_Aqu2.1.33340-001;Scil_g13437	6.349000344298511e-10	0.007131965289505687	Aque_Aqu2.1.28078-001;Scil_g4955	6.696460884889418e-10	1.6734184458248347e-07										Aque_Aqu2.1.43326-001;Scil_g7627	1.4712455480465753e-26	0.0027340167265861746										Aque_Aqu2.1.37486-001;Scil_g6182	0.006959905185196754	0.0005505499915034545												
Aque_Aqu2.1.40681-001;Scil_g8004	0.00024465280762628105	7.5243983268532895e-06				Aque_Aqu2.1.34847-001;Scil_g10889	8.200135037235447e-06	1.816062604511375e-05	Aque_Aqu2.1.34374-001;Scil_g835	1.4390603500282076e-48	0.0002013934488913043										Aque_Aqu2.1.34140-001;Scil_g5780	1.0121820050408576e-29	3.2348683259580126e-27										Aque_Aqu2.1.37816-001;Scil_g9048	0.00680584638096658	2.603801014650437e-06												
