Aque_1;Scil_13	Aque_1;Scil_13_pval1	Aque_1;Scil_13_pval2	Aque_1;Scil_16	Aque_1;Scil_16_pval1	Aque_1;Scil_16_pval2	Aque_1;Scil_2	Aque_1;Scil_2_pval1	Aque_1;Scil_2_pval2	Aque_1;Scil_3	Aque_1;Scil_3_pval1	Aque_1;Scil_3_pval2	Aque_1;Scil_4	Aque_1;Scil_4_pval1	Aque_1;Scil_4_pval2	Aque_1;Scil_9	Aque_1;Scil_9_pval1	Aque_1;Scil_9_pval2	Aque_11;Scil_20	Aque_11;Scil_20_pval1	Aque_11;Scil_20_pval2	Aque_12;Scil_20	Aque_12;Scil_20_pval1	Aque_12;Scil_20_pval2	Aque_13;Scil_7	Aque_13;Scil_7_pval1	Aque_13;Scil_7_pval2	Aque_18;Scil_8	Aque_18;Scil_8_pval1	Aque_18;Scil_8_pval2	Aque_2;Scil_2	Aque_2;Scil_2_pval1	Aque_2;Scil_2_pval2	Aque_25;Scil_20	Aque_25;Scil_20_pval1	Aque_25;Scil_20_pval2	Aque_3;Scil_10	Aque_3;Scil_10_pval1	Aque_3;Scil_10_pval2	Aque_5;Scil_1	Aque_5;Scil_1_pval1	Aque_5;Scil_1_pval2	Aque_5;Scil_10	Aque_5;Scil_10_pval1	Aque_5;Scil_10_pval2	Aque_5;Scil_14	Aque_5;Scil_14_pval1	Aque_5;Scil_14_pval2	Aque_5;Scil_15	Aque_5;Scil_15_pval1	Aque_5;Scil_15_pval2	Aque_5;Scil_7	Aque_5;Scil_7_pval1	Aque_5;Scil_7_pval2	Aque_6;Scil_2	Aque_6;Scil_2_pval1	Aque_6;Scil_2_pval2	Aque_7;Scil_20	Aque_7;Scil_20_pval1	Aque_7;Scil_20_pval2	Aque_7;Scil_28	Aque_7;Scil_28_pval1	Aque_7;Scil_28_pval2	Aque_8;Scil_24	Aque_8;Scil_24_pval1	Aque_8;Scil_24_pval2
																								Aque_Aqu2.1.34889-001;Scil_g928	1.0938165605616021e-10	2.151537326025624e-43										Aque_Aqu2.1.04179-001;Scil_g4134	0.0033079003144132367	8.404315379515551e-79	Aque_Aqu2.1.23796-001;Scil_g9973	0.00017030633225578216	6.801912918476919e-98	Aque_Aqu2.1.41587-001;Scil_g1638	3.973733129543662e-20	5.040504522579827e-57	Aque_Aqu2.1.42546-001;Scil_g6498	0.0002541272724455404	5.560617980312229e-50	Aque_Aqu2.1.34340-001;Scil_g9966	1.4776551713302249e-54	5.281706901469794e-22	Aque_Aqu2.1.27224-001;Scil_g1638	4.1626723862143085e-27	2.7457626834945253e-42										Aque_Aqu2.1.42605-001;Scil_g6036	8.598663943331059e-19	7.56075911085298e-139
																								Aque_Aqu2.1.23371-001;Scil_g9815	0.0011488489434320188	8.969639446586069e-35										Aque_Aqu2.1.43276-001;Scil_g9800	1.8211973987292722e-06	3.598773865081431e-54	Aque_Aqu2.1.34889-001;Scil_g928	5.085353113781409e-33	3.670490504814812e-95	Aque_Aqu2.1.27243-001;Scil_g8996	0.0022496770901308306	8.285041700328388e-61	Aque_Aqu2.1.37121-001;Scil_g2819	6.133668556255181e-08	2.061709432045755e-65	Aque_Aqu2.1.39927-001;Scil_g1638	7.652607800673418e-30	1.4272873239454315e-09	Aque_Aqu2.1.23796-001;Scil_g9973	0.00017030633225578216	9.664961693704148e-46										Aque_Aqu2.1.43637-001;Scil_g13000	0.00029966571535689455	1.1462792027365378e-97
																								Aque_Aqu2.1.25578-001;Scil_g9048	0.0002904804138151096	1.2850400112213864e-38										Aque_Aqu2.1.39927-001;Scil_g2125	9.197017896206681e-07	5.114290825457778e-62	Aque_Aqu2.1.31578-001;Scil_g3074	9.583621601421027e-19	2.3763888428549936e-109	Aque_Aqu2.1.28194-001;Scil_g8784	4.046495813640694e-27	4.461475634554319e-97	Aque_Aqu2.1.41587-001;Scil_g1638	3.973733129543662e-20	1.9871016669203724e-14	Aque_Aqu2.1.37476-001;Scil_g6562	1.438532213623481e-05	7.842800385142619e-38	Aque_Aqu2.1.39927-001;Scil_g2125	7.652607800673418e-30	6.334665188580222e-26										Aque_Aqu2.1.34343-001;Scil_g119	7.285787956788677e-15	2.9204080843786854e-106
																								Aque_Aqu2.1.43623-001;Scil_g8784	0.001432246230968109	2.1798362641679393e-34										Aque_Aqu2.1.37477-001;Scil_g6529	2.4783056186819672e-11	2.2057471559731688e-50	Aque_Aqu2.1.27224-001;Scil_g1638	4.1626723862143085e-27	2.2763576435337092e-28	Aque_Aqu2.1.27224-001;Scil_g1638	4.1626723862143085e-27	5.040504522579827e-57	Aque_Aqu2.1.43623-001;Scil_g8784	2.7766499372259064e-19	5.128221086425697e-48	Aque_Aqu2.1.38435-001;Scil_g9048	6.908541486340834e-11	8.137139332974278e-18	Aque_Aqu2.1.40203-001;Scil_g9896	1.3261828680178986e-13	2.0850678834719052e-23										Aque_Aqu2.1.37127-001;Scil_g10022	3.9342965202413117e-13	7.833501715435216e-15
																								Aque_Aqu2.1.43636-001;Scil_g2645	3.916654552903946e-07	6.593573815263135e-39										Aque_Aqu2.1.33352-001;Scil_g3074	1.003913108319595e-06	1.5370863427024178e-78	Aque_Aqu2.1.38605-001;Scil_g12526	6.735594146477308e-34	7.058731954574796e-50	Aque_Aqu2.1.29497-001;Scil_g208	1.0074028415303958e-07	1.3361083182096935e-160	Aque_Aqu2.1.24541-001;Scil_g8569	5.934327217092841e-72	1.741908601865482e-30	Aque_Aqu2.1.16571-001;Scil_g10997	5.689681519438017e-12	2.9982707026258755e-20	Aque_Aqu2.1.28194-001;Scil_g8784	4.046495813640694e-27	2.1798362641679393e-34										Aque_Aqu2.1.41302-001;Scil_g10741	6.857691710789496e-14	1.629936803826792e-110
																								Aque_Aqu2.1.18089-001;Scil_g9453	9.303046184113376e-09	4.327858497939192e-26										Aque_Aqu2.1.32713-001;Scil_g9048	8.350919561098064e-06	1.3585986370891582e-70	Aque_Aqu2.1.04179-001;Scil_g4134	0.00014518208888033836	2.754297829758692e-80	Aque_Aqu2.1.37527-001;Scil_g2206	4.0696916484305186e-05	7.187792383971008e-119	Aque_Aqu2.1.39927-001;Scil_g2125	7.652607800673418e-30	9.685621364141972e-29	Aque_Aqu2.1.35102-001;Scil_g13155	0.005195991895921594	5.05101632567367e-34	Aque_Aqu2.1.37818-001;Scil_g8569	1.9445573766196906e-29	2.8070546722766534e-38										Aque_Aqu2.1.31586-001;Scil_g8948	3.730554087165964e-10	7.456107016268565e-55
																								Aque_Aqu2.1.39927-001;Scil_g1970	6.029667376924964e-13	1.961925325947212e-20										Aque_Aqu2.1.29081-001;Scil_g119	0.0001664679311925663	6.331893920285254e-43	Aque_Aqu2.1.18089-001;Scil_g10793	0.00016928787373202112	1.9768741730767228e-106	Aque_Aqu2.1.29077-001;Scil_g119	2.7997094526469687e-09	6.331893920285254e-43	Aque_Aqu2.1.44246-001;Scil_g1970	1.0889112463762211e-47	2.8622448850682307e-25	Aque_Aqu2.1.37818-001;Scil_g8569	1.9445573766196906e-29	3.301636262983605e-39	Aque_Aqu2.1.18089-001;Scil_g10793	0.00016928787373202112	1.3853223905306347e-38										Aque_Aqu2.1.35141-001;Scil_g1526	1.3036143242524108e-05	4.6680693423310086e-67
																								Aque_Aqu2.1.16571-001;Scil_g10997	0.00010632767809920202	1.9178858659264772e-33										Aque_Aqu2.1.42065-001;Scil_g10015	0.00043432313295795874	5.8654985060184544e-59	Aque_Aqu2.1.37888-001;Scil_g2206	0.00353046333833267	1.4268740080321066e-86	Aque_Aqu2.1.31383-001;Scil_g6478	2.2954183694801987e-34	1.3696367226620593e-60	Aque_Aqu2.1.29076-001;Scil_g119	2.854384723439444e-13	1.9724446993643297e-13	Aque_Aqu2.1.40665-001;Scil_g3312	2.210159623556687e-19	4.795598550765599e-14	Aque_Aqu2.1.34889-001;Scil_g928	5.085353113781409e-33	2.151537326025624e-43										Aque_Aqu2.1.42703-001;Scil_g307	0.00013756317656876343	0.00016387129259706613
																								Aque_Aqu2.1.44246-001;Scil_g2125	4.373056440147647e-18	6.334665188580222e-26										Aque_Aqu2.1.38146-001;Scil_g1400	0.004015710652961584	1.8645868547930955e-68	Aque_Aqu2.1.03528-001;Scil_g2790	4.66647667941593e-05	2.2719066723895912e-88	Aque_Aqu2.1.31578-001;Scil_g3074	9.583621601421027e-19	1.5370863427024178e-78	Aque_Aqu2.1.29134-001;Scil_g3738	2.781668808544513e-10	1.8124979530077347e-46	Aque_Aqu2.1.23371-001;Scil_g9815	5.576449936740054e-10	9.582764820333371e-35	Aque_Aqu2.1.29526-001;Scil_g6102	2.014600935678132e-15	5.768009657229051e-31										Aque_Aqu2.1.44246-001;Scil_g2125	3.583706893940434e-08	1.030098665143005e-67
																								Aque_Aqu2.1.44246-001;Scil_g1970	4.373056440147647e-18	1.961925325947212e-20										Aque_Aqu2.1.28194-001;Scil_g9453	1.7871825393887762e-21	1.3091304539461676e-37	Aque_Aqu2.1.41587-001;Scil_g1638	3.973733129543662e-20	2.2763576435337092e-28	Aque_Aqu2.1.23796-001;Scil_g9973	0.00017030633225578216	3.829982180983336e-68	Aque_Aqu2.1.41587-001;Scil_g2125	3.973733129543662e-20	9.685621364141972e-29	Aque_Aqu2.1.23796-001;Scil_g9973	0.00017030633225578216	9.086865292940813e-34	Aque_Aqu2.1.22535-001;Scil_g12359	1.7528568593068535e-30	1.1261083506346657e-13										Aque_Aqu2.1.28194-001;Scil_g2206	8.431065167945095e-05	1.717522215741258e-25
																								Aque_Aqu2.1.41072-001;Scil_g9453	5.225506861083618e-07	4.327858497939192e-26										Aque_Aqu2.1.27224-001;Scil_g1970	3.097392984728462e-09	5.21243859072783e-44	Aque_Aqu2.1.37888-001;Scil_g10793	0.00353046333833267	1.9768741730767228e-106	Aque_Aqu2.1.41302-001;Scil_g480	0.0011644068621490939	4.6459984567484385e-146	Aque_Aqu2.1.16571-001;Scil_g10997	5.689681519438017e-12	6.756659742564301e-17	Aque_Aqu2.1.22535-001;Scil_g512	1.7528568593068535e-30	3.2873322724443467e-31	Aque_Aqu2.1.42605-001;Scil_g6760	4.26182735823958e-21	2.7299521378760657e-60										Aque_Aqu2.1.36263-001;Scil_g3347	1.3480337591206586e-05	1.1870739102679978e-31
																								Aque_Aqu2.1.34141-001;Scil_g6573	0.001020912907838887	7.312288946422982e-31										Aque_Aqu2.1.41892-001;Scil_g13524	0.0028627560923391595	0.0015563327988630216	Aque_Aqu2.1.35749-001;Scil_g2045	3.571800017512665e-13	2.6764103969423014e-91	Aque_Aqu2.1.27809-001;Scil_g4134	1.3213345596947388e-34	8.404315379515551e-79	Aque_Aqu2.1.37818-001;Scil_g8569	1.9445573766196906e-29	1.741908601865482e-30	Aque_Aqu2.1.27809-001;Scil_g4134	1.3213345596947388e-34	1.1973313115492884e-26	Aque_Aqu2.1.34340-001;Scil_g9966	1.4776551713302249e-54	3.0383095953015803e-29										Aque_Aqu2.1.23371-001;Scil_g9815	3.1081478285487256e-13	3.7227879223574454e-17
																								Aque_Aqu2.1.39784-001;Scil_g9453	2.5785055050860063e-11	4.327858497939192e-26										Aque_Aqu2.1.34140-001;Scil_g5780	0.006365377190595181	8.686102546000322e-44	Aque_Aqu2.1.39927-001;Scil_g1638	7.652607800673418e-30	2.2763576435337092e-28	Aque_Aqu2.1.37079-001;Scil_g176	6.546838397706728e-61	1.664270103728279e-07	Aque_Aqu2.1.39927-001;Scil_g1970	7.652607800673418e-30	2.8622448850682307e-25	Aque_Aqu2.1.44059-001;Scil_g3256	9.002231695958927e-05	6.5693186728515626e-21	Aque_Aqu2.1.44246-001;Scil_g2125	1.0889112463762211e-47	6.334665188580222e-26										Aque_Aqu2.1.35197-001;Scil_g12865	4.978925517104158e-06	1.2942850562654317e-94
																								Aque_Aqu2.1.40665-001;Scil_g3312	1.1004236678114239e-07	1.0698912107509578e-32										Aque_Aqu2.1.21070-001;Scil_g11267	6.924998335740364e-12	9.37083824206965e-74	Aque_Aqu2.1.29134-001;Scil_g3738	2.781668808544513e-10	1.9149129549620013e-131	Aque_Aqu2.1.37888-001;Scil_g10793	0.00353046333833267	5.649559306126133e-65	Aque_Aqu2.1.34889-001;Scil_g928	5.085353113781409e-33	1.0905951156399398e-41	Aque_Aqu2.1.42605-001;Scil_g6760	4.26182735823958e-21	1.3106662372267285e-26	Aque_Aqu2.1.31578-001;Scil_g3074	9.583621601421027e-19	4.6166989120718154e-27										Aque_Aqu2.1.22535-001;Scil_g13539	2.7532822995193426e-17	5.062504603720681e-123
																								Aque_Aqu2.1.37082-001;Scil_g10145	4.313153257072692e-07	1.374538399839971e-38										Aque_Aqu2.1.22535-001;Scil_g512	1.0766898335282412e-45	1.0083430968893254e-54	Aque_Aqu2.1.22535-001;Scil_g512	1.7528568593068535e-30	1.414558408333157e-88	Aque_Aqu2.1.38605-001;Scil_g12526	6.735594146477308e-34	6.139717152559101e-53	Aque_Aqu2.1.18089-001;Scil_g10793	0.00016928787373202112	2.5956773394325424e-29	Aque_Aqu2.1.24541-001;Scil_g8569	5.934327217092841e-72	3.301636262983605e-39	Aque_Aqu2.1.39784-001;Scil_g9453	1.447428014237732e-39	4.327858497939192e-26										Aque_Aqu2.1.37095-001;Scil_g6036	6.562536878667842e-13	7.56075911085298e-139
																								Aque_Aqu2.1.43276-001;Scil_g9048	1.3659511239907053e-08	1.2850400112213864e-38										Aque_Aqu2.1.27224-001;Scil_g2125	3.097392984728462e-09	5.114290825457778e-62	Aque_Aqu2.1.37816-001;Scil_g9048	3.4645027839212307e-29	2.987962565879083e-67	Aque_Aqu2.1.37818-001;Scil_g8569	1.9445573766196906e-29	1.7894243764152615e-54	Aque_Aqu2.1.37960-001;Scil_g151	4.997539117685243e-13	2.870575910966797e-19	Aque_Aqu2.1.43623-001;Scil_g9453	2.7766499372259064e-19	1.2305403272584198e-08	Aque_Aqu2.1.38435-001;Scil_g9048	6.908541486340834e-11	1.2850400112213864e-38										Aque_Aqu2.1.38435-001;Scil_g2679	1.0545894597609436e-05	3.087782107183475e-98
																								Aque_Aqu2.1.41587-001;Scil_g1970	7.490773880338387e-08	1.961925325947212e-20										Aque_Aqu2.1.44246-001;Scil_g1970	7.287848262179307e-30	5.21243859072783e-44	Aque_Aqu2.1.16571-001;Scil_g10997	5.689681519438017e-12	1.1185304826820408e-47	Aque_Aqu2.1.37960-001;Scil_g151	4.997539117685243e-13	7.207403119974544e-51	Aque_Aqu2.1.35102-001;Scil_g13155	0.005195991895921594	3.4711758175437145e-37	Aque_Aqu2.1.41587-001;Scil_g1638	3.973733129543662e-20	1.4272873239454315e-09	Aque_Aqu2.1.37960-001;Scil_g151	4.997539117685243e-13	6.029235748119242e-46										Aque_Aqu2.1.36263-001;Scil_g354	1.3480337591206586e-05	7.728858890331173e-38
																								Aque_Aqu2.1.29497-001;Scil_g208	1.8827875549582344e-08	3.5564015500452e-32										Aque_Aqu2.1.37960-001;Scil_g151	4.8391210841042485e-05	7.207403119974544e-51	Aque_Aqu2.1.40665-001;Scil_g3312	2.210159623556687e-19	1.1149430941599726e-50	Aque_Aqu2.1.04179-001;Scil_g4134	0.00014518208888033836	8.404315379515551e-79	Aque_Aqu2.1.43276-001;Scil_g9048	6.700245936937359e-45	5.556755528874442e-17	Aque_Aqu2.1.29496-001;Scil_g208	7.316349499657287e-26	4.4752345882470676e-05	Aque_Aqu2.1.04179-001;Scil_g4134	0.00014518208888033836	4.0409525599845864e-47										Aque_Aqu2.1.34348-001;Scil_g9000	0.0020867605487110722	1.8231255252859538e-06
																								Aque_Aqu2.1.22535-001;Scil_g512	2.2495306091268923e-25	5.1767101240108096e-17										Aque_Aqu2.1.42548-001;Scil_g5592	0.003429272918424444	1.7917880668904657e-175	Aque_Aqu2.1.23371-001;Scil_g9815	5.576449936740054e-10	4.391217475073731e-127	Aque_Aqu2.1.34476-001;Scil_g10401	6.048081369910945e-70	2.4044236497706994e-39	Aque_Aqu2.1.27243-001;Scil_g8996	0.0022496770901308306	2.28203675015853e-25	Aque_Aqu2.1.43636-001;Scil_g2645	4.603799985303027e-26	1.17862434128513e-07	Aque_Aqu2.1.27809-001;Scil_g4134	1.3213345596947388e-34	4.0409525599845864e-47										Aque_Aqu2.1.37713-001;Scil_g2679	6.709753851999691e-07	3.087782107183475e-98
																								Aque_Aqu2.1.41587-001;Scil_g2125	7.490773880338387e-08	6.334665188580222e-26										Aque_Aqu2.1.27258-001;Scil_g2151	0.001811970351681308	2.567257899386912e-50	Aque_Aqu2.1.37095-001;Scil_g6760	5.671733143313704e-28	3.7394238592174746e-91	Aque_Aqu2.1.41892-001;Scil_g13524	1.18545554920024e-05	0.0015563327988630216	Aque_Aqu2.1.23371-001;Scil_g9815	5.576449936740054e-10	1.2334701219321744e-40	Aque_Aqu2.1.27224-001;Scil_g1638	4.1626723862143085e-27	1.4272873239454315e-09	Aque_Aqu2.1.43276-001;Scil_g9048	6.700245936937359e-45	1.2850400112213864e-38										Aque_Aqu2.1.43623-001;Scil_g9453	2.186331483709345e-05	4.6731217585328485e-73
																								Aque_Aqu2.1.31383-001;Scil_g6478	1.627448642617829e-06	4.3297761255432755e-23										Aque_Aqu2.1.37713-001;Scil_g9048	5.997994181509781e-05	1.3585986370891582e-70	Aque_Aqu2.1.44246-001;Scil_g1970	1.0889112463762211e-47	2.432112725515365e-51	Aque_Aqu2.1.21202-001;Scil_g313	0.0035235368053953705	5.155603322391385e-78	Aque_Aqu2.1.27224-001;Scil_g1638	4.1626723862143085e-27	1.9871016669203724e-14	Aque_Aqu2.1.03528-001;Scil_g2790	4.66647667941593e-05	2.289932879899429e-36	Aque_Aqu2.1.27307-001;Scil_g12359	5.19055534445645e-22	1.1261083506346657e-13										Aque_Aqu2.1.22809-001;Scil_g9784	0.0002306395604095374	8.506651103238429e-82
																								Aque_Aqu2.1.36263-001;Scil_g3347	0.0003891969793942999	1.9931141181024513e-19										Aque_Aqu2.1.21084-001;Scil_g9931	0.0006874949144813863	3.28891511221079e-50	Aque_Aqu2.1.39201-001;Scil_g5203	1.8498226380341124e-07	4.8293228259730146e-57	Aque_Aqu2.1.44246-001;Scil_g2125	1.0889112463762211e-47	5.114290825457778e-62	Aque_Aqu2.1.29077-001;Scil_g119	2.7997094526469687e-09	1.9724446993643297e-13	Aque_Aqu2.1.44246-001;Scil_g2125	1.0889112463762211e-47	4.788288697922128e-12	Aque_Aqu2.1.35749-001;Scil_g2045	3.571800017512665e-13	1.2242659258082136e-44										Aque_Aqu2.1.44246-001;Scil_g1970	3.583706893940434e-08	1.1778824038207252e-87
																								Aque_Aqu2.1.42548-001;Scil_g5592	6.69215415550474e-13	4.347639972131248e-15										Aque_Aqu2.1.41587-001;Scil_g2125	3.837560337393217e-08	5.114290825457778e-62	Aque_Aqu2.1.44246-001;Scil_g2125	1.0889112463762211e-47	7.537571535397402e-30	Aque_Aqu2.1.44280-001;Scil_g11800	2.7800941610372972e-14	1.0210844766463247e-69	Aque_Aqu2.1.37888-001;Scil_g2206	0.00353046333833267	2.4905717815906032e-33	Aque_Aqu2.1.37095-001;Scil_g6760	5.671733143313704e-28	1.3106662372267285e-26	Aque_Aqu2.1.23371-001;Scil_g9815	5.576449936740054e-10	8.969639446586069e-35										Aque_Aqu2.1.39927-001;Scil_g2125	0.0033533910680177926	1.030098665143005e-67
																								Aque_Aqu2.1.27224-001;Scil_g2125	5.626979140600211e-09	6.334665188580222e-26										Aque_Aqu2.1.37818-001;Scil_g8569	0.0022598746362907794	1.7894243764152615e-54	Aque_Aqu2.1.33737-001;Scil_g6711	0.0031739668044782152	2.9667378866034045e-58	Aque_Aqu2.1.39927-001;Scil_g2125	7.652607800673418e-30	5.114290825457778e-62	Aque_Aqu2.1.22535-001;Scil_g512	1.7528568593068535e-30	4.7113788669892976e-55	Aque_Aqu2.1.39784-001;Scil_g9453	1.447428014237732e-39	1.2305403272584198e-08	Aque_Aqu2.1.27224-001;Scil_g2125	4.1626723862143085e-27	6.334665188580222e-26										Aque_Aqu2.1.40665-001;Scil_g3312	3.5087623984607494e-06	5.368501549027695e-83
																								Aque_Aqu2.1.37477-001;Scil_g6529	4.363333507993639e-05	9.537852670221422e-31										Aque_Aqu2.1.39927-001;Scil_g1970	9.197017896206681e-07	5.21243859072783e-44	Aque_Aqu2.1.28194-001;Scil_g9453	4.046495813640694e-27	1.041992355450003e-42	Aque_Aqu2.1.03528-001;Scil_g2790	4.66647667941593e-05	8.469490205362808e-79	Aque_Aqu2.1.33737-001;Scil_g6711	0.0031739668044782152	2.0724022293288623e-19	Aque_Aqu2.1.32713-001;Scil_g9048	6.829534151068082e-08	8.137139332974278e-18	Aque_Aqu2.1.31383-001;Scil_g6478	2.2954183694801987e-34	4.3297761255432755e-23										Aque_Aqu2.1.38605-001;Scil_g12526	1.7310662124446945e-19	1.1552499043424082e-07
																								Aque_Aqu2.1.27224-001;Scil_g1970	5.626979140600211e-09	1.961925325947212e-20										Aque_Aqu2.1.39784-001;Scil_g9453	1.710897411783875e-14	1.3091304539461676e-37	Aque_Aqu2.1.39784-001;Scil_g9453	1.447428014237732e-39	1.041992355450003e-42	Aque_Aqu2.1.18089-001;Scil_g10793	0.00016928787373202112	5.649559306126133e-65	Aque_Aqu2.1.27224-001;Scil_g2125	4.1626723862143085e-27	9.685621364141972e-29	Aque_Aqu2.1.35749-001;Scil_g2045	3.571800017512665e-13	5.884102353831392e-31	Aque_Aqu2.1.40665-001;Scil_g3312	2.210159623556687e-19	1.0698912107509578e-32										Aque_Aqu2.1.38167-001;Scil_g3347	4.061848703113488e-06	1.1870739102679978e-31
																								Aque_Aqu2.1.27307-001;Scil_g512	4.90772094782381e-16	5.1767101240108096e-17										Aque_Aqu2.1.18089-001;Scil_g9453	5.922639131799987e-05	1.3091304539461676e-37	Aque_Aqu2.1.43276-001;Scil_g9048	6.700245936937359e-45	2.987962565879083e-67	Aque_Aqu2.1.33737-001;Scil_g6711	0.0031739668044782152	2.3983875164051418e-70	Aque_Aqu2.1.27307-001;Scil_g512	5.19055534445645e-22	4.7113788669892976e-55	Aque_Aqu2.1.40203-001;Scil_g9896	1.3261828680178986e-13	4.5991886228938126e-08	Aque_Aqu2.1.03528-001;Scil_g2790	4.66647667941593e-05	5.491010559397047e-43										Aque_Aqu2.1.38191-001;Scil_g9230	0.005113886805994292	4.1571607056312035e-101
																								Aque_Aqu2.1.40203-001;Scil_g9896	0.00010165208371482917	2.0850678834719052e-23										Aque_Aqu2.1.31578-001;Scil_g3074	4.686198124476619e-08	1.5370863427024178e-78	Aque_Aqu2.1.44280-001;Scil_g11800	2.7800941610372972e-14	3.876270646078162e-46	Aque_Aqu2.1.43276-001;Scil_g9048	6.700245936937359e-45	1.3585986370891582e-70	Aque_Aqu2.1.31578-001;Scil_g3074	9.583621601421027e-19	2.6740207150749782e-52	Aque_Aqu2.1.37960-001;Scil_g151	4.997539117685243e-13	8.154484111381587e-09	Aque_Aqu2.1.38196-001;Scil_g3312	1.101582220668514e-15	1.0698912107509578e-32										Aque_Aqu2.1.37477-001;Scil_g6529	0.0002887227518274277	7.570374593366946e-44
																								Aque_Aqu2.1.43623-001;Scil_g9453	0.001432246230968109	4.327858497939192e-26										Aque_Aqu2.1.37140-001;Scil_g5853	0.0014209430482943215	9.747829557542407e-65	Aque_Aqu2.1.29496-001;Scil_g208	7.316349499657287e-26	5.2997093163648024e-06	Aque_Aqu2.1.27224-001;Scil_g2125	4.1626723862143085e-27	5.114290825457778e-62	Aque_Aqu2.1.21084-001;Scil_g9931	3.84861957397388e-08	1.6209723385421803e-32	Aque_Aqu2.1.27307-001;Scil_g512	5.19055534445645e-22	3.2873322724443467e-31	Aque_Aqu2.1.41072-001;Scil_g9453	7.383127044984995e-12	4.327858497939192e-26										Aque_Aqu2.1.34374-001;Scil_g12129	1.0518050758047798e-08	4.7943568488775107e-110
																								Aque_Aqu2.1.38117-001;Scil_g9161	1.3561639872337178e-14	0.0008615493957709248										Aque_Aqu2.1.43623-001;Scil_g9453	8.0035423078785e-10	1.3091304539461676e-37	Aque_Aqu2.1.29076-001;Scil_g119	2.854384723439444e-13	3.355025609527191e-13	Aque_Aqu2.1.27307-001;Scil_g12359	5.19055534445645e-22	1.477672773774837e-13	Aque_Aqu2.1.37082-001;Scil_g10145	1.0533509110722707e-14	2.749523763268255e-41	Aque_Aqu2.1.18089-001;Scil_g9453	0.00016928787373202112	1.2305403272584198e-08	Aque_Aqu2.1.44246-001;Scil_g1970	1.0889112463762211e-47	1.961925325947212e-20										Aque_Aqu2.1.40203-001;Scil_g9896	9.093495164373901e-05	4.2813577989825094e-47
																								Aque_Aqu2.1.34140-001;Scil_g5780	0.005194207520923321	1.5226200857918715e-21										Aque_Aqu2.1.43636-001;Scil_g2645	5.218373981536993e-16	3.112413211470775e-32	Aque_Aqu2.1.38435-001;Scil_g9048	6.908541486340834e-11	2.987962565879083e-67	Aque_Aqu2.1.39201-001;Scil_g5203	1.8498226380341124e-07	3.2478336231273958e-65	Aque_Aqu2.1.37816-001;Scil_g9048	3.4645027839212307e-29	5.556755528874442e-17	Aque_Aqu2.1.37477-001;Scil_g6529	1.1418922333015187e-18	3.8501284624212915e-11	Aque_Aqu2.1.33737-001;Scil_g6711	0.0031739668044782152	2.3341775053361774e-57										Aque_Aqu2.1.39784-001;Scil_g9453	7.685923578152764e-07	4.6731217585328485e-73
																								Aque_Aqu2.1.44141-001;Scil_g11946	0.0030498897829491635	9.740541969287524e-13										Aque_Aqu2.1.22809-001;Scil_g9784	1.4938563297799797e-10	1.6232458727815301e-37	Aque_Aqu2.1.27224-001;Scil_g1970	4.1626723862143085e-27	2.432112725515365e-51	Aque_Aqu2.1.43623-001;Scil_g9453	2.7766499372259064e-19	1.3091304539461676e-37	Aque_Aqu2.1.28194-001;Scil_g9453	4.046495813640694e-27	1.431562571666625e-10	Aque_Aqu2.1.25578-001;Scil_g9048	1.5860765555629586e-07	8.137139332974278e-18	Aque_Aqu2.1.32713-001;Scil_g9048	6.829534151068082e-08	1.2850400112213864e-38										Aque_Aqu2.1.24982-001;Scil_g13147	0.007957028773579263	6.175707572896634e-140
																								Aque_Aqu2.1.37713-001;Scil_g9048	0.007184034982887269	1.2850400112213864e-38										Aque_Aqu2.1.34374-001;Scil_g12129	1.1301136469296707e-23	3.718386325670683e-46	Aque_Aqu2.1.43623-001;Scil_g9453	2.7766499372259064e-19	1.041992355450003e-42	Aque_Aqu2.1.29076-001;Scil_g119	2.854384723439444e-13	6.331893920285254e-43	Aque_Aqu2.1.39784-001;Scil_g9453	1.447428014237732e-39	1.431562571666625e-10	Aque_Aqu2.1.37774-001;Scil_g9453	3.66548165511305e-11	1.2305403272584198e-08	Aque_Aqu2.1.37477-001;Scil_g6529	1.1418922333015187e-18	9.537852670221422e-31										Aque_Aqu2.1.27809-001;Scil_g4134	5.87589013667333e-11	5.114768111560498e-35
																								Aque_Aqu2.1.38191-001;Scil_g9230	0.0006027112448173675	3.7691661274080483e-17										Aque_Aqu2.1.34141-001;Scil_g6573	0.0036191157910878484	1.445410382086121e-35	Aque_Aqu2.1.41587-001;Scil_g2125	3.973733129543662e-20	7.537571535397402e-30	Aque_Aqu2.1.39784-001;Scil_g9453	1.447428014237732e-39	1.3091304539461676e-37	Aque_Aqu2.1.44280-001;Scil_g11800	2.7800941610372972e-14	3.1029359674411086e-09	Aque_Aqu2.1.34141-001;Scil_g6573	2.8229433165476673e-05	6.934558326940896e-16	Aque_Aqu2.1.43558-001;Scil_g9048	4.945923981072797e-06	1.2850400112213864e-38										Aque_Aqu2.1.28194-001;Scil_g9453	8.431065167945095e-05	4.6731217585328485e-73
